TimeUS,Type,pX,pY,pZ,Terrain,vX,vY,vZ,aX,aY,aZ,t_s
2383042415,2,416065632.0,-863561024.0,24482.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.042
2383079798,2,416065632.0,-863561024.0,24484.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.08
2383119414,2,416065632.0,-863561024.0,24487.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.119
2383159449,2,416065632.0,-863561024.0,24489.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.159
2383199927,2,416065600.0,-863561088.0,24491.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.2
2383240228,2,416065600.0,-863561088.0,24494.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.24
2383281930,2,416065600.0,-863561088.0,24497.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.282
2383322025,2,416065600.0,-863561088.0,24499.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.322
2383362259,2,416065600.0,-863561088.0,24503.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.362
2383402233,2,416065600.0,-863561088.0,24506.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.402
2383442290,2,416065600.0,-863561088.0,24509.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.442
2383484482,2,416065600.0,-863561088.0,24513.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.484
2383526057,2,416065600.0,-863561088.0,24516.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.526
2383562315,2,416065600.0,-863561088.0,24520.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.562
2383604725,2,416065600.0,-863561088.0,24524.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.605
2383642214,2,416065600.0,-863561088.0,24529.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.642
2383681952,2,416065600.0,-863561088.0,24533.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.682
2383721974,2,416065600.0,-863561088.0,24537.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.722
2383762332,2,416065600.0,-863561088.0,24542.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.762
2383802258,2,416065600.0,-863561152.0,24547.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.802
2383844426,2,416065568.0,-863561152.0,24552.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.844
2383884426,2,416065568.0,-863561152.0,24557.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.884
2383926138,2,416065568.0,-863561152.0,24562.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.926
2383964757,2,416065568.0,-863561152.0,24568.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2383.965
2384006941,2,416065568.0,-863561152.0,24574.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.007
2384046982,2,416065568.0,-863561152.0,24579.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.047
2384084423,2,416065568.0,-863561152.0,24585.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.084
2384126073,2,416065568.0,-863561152.0,24591.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.126
2384164707,2,416065568.0,-863561152.0,24597.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.165
2384204731,2,416065568.0,-863561216.0,24604.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.205
2384244444,2,416065568.0,-863561216.0,24610.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.244
2384284423,2,416065568.0,-863561216.0,24616.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.284
2384326112,2,416065568.0,-863561216.0,24623.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.326
2384367303,2,416065568.0,-863561216.0,24630.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.367
2384407032,2,416065568.0,-863561216.0,24636.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.407
2384446951,2,416065536.0,-863561216.0,24643.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.447
2384487284,2,416065536.0,-863561216.0,24650.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.487
2384527364,2,416065536.0,-863561216.0,24657.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.527
2384567278,2,416065536.0,-863561216.0,24664.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.567
2384606963,2,416065536.0,-863561280.0,24671.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.607
2384646965,2,416065536.0,-863561280.0,24678.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.647
2384687308,2,416065536.0,-863561280.0,24685.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.687
2384726021,2,416065536.0,-863561280.0,24692.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.726
2384767254,2,416065536.0,-863561280.0,24699.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.767
2384806976,2,416065536.0,-863561280.0,24706.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.807
2384846966,2,416065536.0,-863561280.0,24713.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.847
2384889752,2,416065536.0,-863561280.0,24721.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.89
2384927314,2,416065536.0,-863561280.0,24728.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.927
2384969501,2,416065536.0,-863561280.0,24735.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2384.97
2385012367,2,416065536.0,-863561344.0,24743.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.012
2385054750,2,416065504.0,-863561344.0,24749.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.055
2385089783,2,416065504.0,-863561344.0,24756.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.09
2385129840,2,416065504.0,-863561344.0,24763.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.13
2385171899,2,416065504.0,-863561344.0,24770.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.172
2385209499,2,416065504.0,-863561344.0,24777.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.209
2385250357,2,416065504.0,-863561344.0,24784.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.25
2385289702,2,416065504.0,-863561344.0,24791.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.29
2385329880,2,416065504.0,-863561344.0,24798.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.33
2385369568,2,416065504.0,-863561344.0,24804.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.37
2385409513,2,416065504.0,-863561408.0,24811.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.41
2385450454,2,416065504.0,-863561408.0,24817.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.45
2385489672,2,416065504.0,-863561408.0,24824.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.49
2385529899,2,416065504.0,-863561408.0,24830.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.53
2385569501,2,416065504.0,-863561408.0,24836.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.57
2385609561,2,416065504.0,-863561408.0,24842.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.61
2385650788,2,416065472.0,-863561408.0,24848.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.651
2385689617,2,416065472.0,-863561408.0,24854.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.69
2385729857,2,416065472.0,-863561408.0,24860.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.73
2385769541,2,416065472.0,-863561472.0,24865.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.77
2385812353,2,416065472.0,-863561472.0,24871.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.812
2385852169,2,416065472.0,-863561472.0,24876.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.852
2385892255,2,416065472.0,-863561472.0,24881.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.892
2385932048,2,416065472.0,-863561472.0,24886.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.932
2385971987,2,416065472.0,-863561472.0,24891.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2385.972
2386016001,2,416065472.0,-863561472.0,24896.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.016
2386054753,2,416065472.0,-863561472.0,24900.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.055
2386092267,2,416065472.0,-863561472.0,24904.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.092
2386131965,2,416065472.0,-863561472.0,24908.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.132
2386172027,2,416065472.0,-863561472.0,24912.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.172
2386212424,2,416065472.0,-863561472.0,24916.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.212
2386252085,2,416065440.0,-863561472.0,24920.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.252
2386292223,2,416065440.0,-863561536.0,24923.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.292
2386331916,2,416065440.0,-863561536.0,24927.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.332
2386372045,2,416065440.0,-863561536.0,24930.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.372
2386412342,2,416065440.0,-863561536.0,24933.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.412
2386452621,2,416065440.0,-863561536.0,24936.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.453
2386494460,2,416065440.0,-863561536.0,24938.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.494
2386534466,2,416065440.0,-863561536.0,24941.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.534
2386574859,2,416065440.0,-863561536.0,24943.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.575
2386615953,2,416065440.0,-863561536.0,24945.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.616
2386655200,2,416065440.0,-863561536.0,24947.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.655
2386694442,2,416065440.0,-863561536.0,24949.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.694
2386734495,2,416065440.0,-863561536.0,24951.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.734
2386774879,2,416065440.0,-863561536.0,24953.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.775
2386815987,2,416065440.0,-863561536.0,24954.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.816
2386856974,2,416065440.0,-863561536.0,24955.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.857
2386897015,2,416065440.0,-863561536.0,24957.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.897
2386937246,2,416065440.0,-863561536.0,24958.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.937
2386974840,2,416065440.0,-863561536.0,24959.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2386.975
2387018594,2,416065440.0,-863561536.0,24959.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.019
2387059537,2,416065440.0,-863561536.0,24960.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.06
2387096963,2,416065408.0,-863561536.0,24961.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.097
2387137321,2,416065408.0,-863561536.0,24961.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.137
2387177311,2,416065408.0,-863561536.0,24962.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.177
2387216005,2,416065408.0,-863561536.0,24962.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.216
2387256929,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.257
2387296980,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.297
2387337264,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.337
2387377381,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.377
2387416098,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.416
2387456915,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.457
2387496967,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.497
2387537260,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.537
2387577309,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.577
2387618467,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.618
2387656966,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.657
2387699847,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.7
2387739659,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.74
2387779787,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.78
2387818563,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.819
2387859465,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.859
2387899804,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.9
2387939707,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.94
2387981886,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2387.982
2388026164,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.026
2388062322,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.062
2388099787,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.1
2388139741,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.14
2388179807,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.18
2388221979,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.222
2388262325,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.262
2388302230,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.302
2388342247,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.342
2388381947,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.382
2388421996,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.422
2388462270,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.462
2388502339,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.502
2388542256,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.542
2388581990,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.582
2388622004,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.622
2388662242,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.662
2388702211,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.702
2388742273,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.742
2388782085,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.782
2388826100,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.826
2388864794,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.865
2388904968,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.905
2388984356,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.984
2388984465,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2388.984
2389026085,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.026
2389067306,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.067
2389106995,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.107
2389144565,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.145
2389187472,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.187
2389227320,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.227
2389264844,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.265
2389305023,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.305
2389344592,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.345
2389384486,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.384
2389426158,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.426
2389464818,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.465
2389504871,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.505
2389547007,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.547
2389587382,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.587
2389626153,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.626
2389667277,2,416065408.0,-863561536.0,24963.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.667
2389719489,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.719
2389756980,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.757
2389796953,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.797
2389837814,4,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.838
2389884565,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.885
2389918557,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.919
2389957013,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.957
2389996996,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2389.997
2390037745,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.038
2390078015,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.078
2390118493,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.118
2390159495,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.159
2390199778,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.2
2390237758,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.238
2390279790,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.28
2390318505,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.319
2390359498,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.359
2390399964,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.4
2390442264,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.442
2390479816,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.48
2390521995,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.522
2390562192,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.562
2390602289,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.602
2390642232,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.642
2390681997,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.682
2390726079,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.726
2390762221,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.762
2390802123,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.802
2390842239,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.842
2390887277,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.887
2390931948,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.932
2390962297,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2390.962
2391002172,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.002
2391042206,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.042
2391084380,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.084
2391122052,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.122
2391164705,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.165
2391204735,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.205
2391244425,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.244
2391284556,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.285
2391326177,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.326
2391364661,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.365
2391404667,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.405
2391444420,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.444
2391484466,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.484
2391526216,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.526
2391564653,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.565
2391604682,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.605
2391644433,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.644
2391684455,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.684
2391729872,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.73
2391764714,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.765
2391804755,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.805
2391846975,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.847
2391889601,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.89
2391926110,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.926
2391969481,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2391.969
2392006946,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.007
2392046941,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.047
2392087328,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.087
2392127301,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.127
2392167287,2,416065408.0,-863561536.0,24964.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.167
2392212307,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.212
2392250407,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.25
2392289745,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.29
2392329860,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.33
2392369454,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.369
2392409442,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.409
2392450403,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.45
2392489713,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.49
2392529846,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.53
2392571953,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.572
2392609459,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.609
2392650515,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.651
2392692247,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.692
2392734563,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.735
2392772014,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.772
2392812359,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.812
2392852230,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.852
2392894437,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.894
2392934459,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.934
2392974907,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2392.975
2393012393,2,416065408.0,-863561536.0,24966.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2393.012
