TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U,t_s
2348427049,1,3,397454999,2382,12,0.87,41.6066992,-86.35605059999999,231.02,0.019235385581851006,171.02737426757812,-0.013000000268220901,0.0,1,2348.427
2348626972,0,3,397455199,2382,12,0.87,41.60669,-86.3560428,231.31,0.14567087590694427,171.31362915039062,-0.039000000804662704,0.0,0,2348.627
2348626986,1,3,397455199,2382,12,0.87,41.6066991,-86.35605059999999,231.03,0.019798990339040756,135.0,-0.01600000075995922,0.0,1,2348.627
2348826981,0,3,397455399,2382,12,0.87,41.6066899,-86.3560425,231.32,0.2021484673023224,62.92791748046875,-0.015000000596046448,0.0,0,2348.827
2348826994,1,3,397455399,2382,12,0.87,41.6066991,-86.35605059999999,231.05,0.010295630432665348,330.9454040527344,-0.015000000596046448,0.0,1,2348.827
2349026935,0,3,397455599,2382,12,0.87,41.60669,-86.35604239999999,231.27,0.09800510853528976,8.21277904510498,0.13300000131130219,0.0,0,2349.027
2349026976,1,3,397455599,2382,12,0.87,41.6066992,-86.35605059999999,231.05,0.01649242267012596,14.036242485046387,-0.0010000000474974513,0.0,1,2349.027
2349226991,0,3,397455799,2382,12,0.87,41.60669,-86.3560423,231.19,0.14921796321868896,149.82647705078125,0.058000002056360245,0.0,0,2349.227
2349227005,1,3,397455799,2382,12,0.87,41.6066991,-86.35605059999999,231.04,0.08500000834465027,154.9423828125,0.021000001579523087,0.0,1,2349.227
2349426996,0,3,397455999,2382,12,0.87,41.60669,-86.35604239999999,231.20000000000002,0.04792702943086624,66.6444320678711,-0.004000000189989805,0.0,0,2349.427
2349427009,1,3,397455999,2382,12,0.87,41.6066991,-86.3560505,231.05,0.021023796871304512,25.346174240112305,-0.012000000104308128,0.0,1,2349.427
