TimeUS,I,Status,GMS,GWk,NSats,HDop,Lat,Lng,Alt,Spd,GCrs,VZ,Yaw,U,t_s
2397227056,0,3,397503799,2382,12,0.87,41.6064984,-86.3561603,252.83,3.149000406265259,180.01820373535156,-0.024000000208616257,0.0,0,2397.227
2397227070,1,3,397503799,2382,13,0.79,41.6064928,-86.3561567,253.64000000000001,3.226223945617676,179.3251190185547,0.06800000369548798,0.0,1,2397.227
2397427113,0,3,397503999,2382,12,0.87,41.6064925,-86.35616019999999,252.84,3.3110122680664062,180.15574645996094,-0.012000000104308128,0.0,0,2397.427
2397446886,1,3,397503999,2382,13,0.79,41.606487,-86.3561567,253.64000000000001,3.25100040435791,179.98236083984375,0.1120000034570694,0.0,1,2397.447
2397627035,0,3,397504199,2382,12,0.87,41.6064864,-86.3561603,252.82,3.4116387367248535,181.10850524902344,0.012000000104308128,0.0,0,2397.627
2397646841,1,3,397504199,2382,13,0.79,41.606480999999995,-86.3561569,253.65,3.4038710594177246,181.2962188720703,-0.014000000432133675,0.0,1,2397.647
2397827067,0,3,397504399,2382,12,0.85,41.6064802,-86.3561604,252.85,3.462000608444214,180.03311157226562,0.046000003814697266,0.0,0,2397.827
2397827081,1,3,397504399,2382,13,0.79,41.606474899999995,-86.356157,253.65,3.4823310375213623,179.210205078125,0.08500000089406967,0.0,1,2397.827
2398027139,0,3,397504599,2382,12,0.85,41.606473799999996,-86.35616019999999,252.82,3.506659746170044,178.88885498046875,0.10000000149011612,0.0,0,2398.027
2398046798,1,3,397504599,2382,13,0.79,41.6064685,-86.356157,253.66,3.5590457916259766,180.28977966308594,-0.05400000140070915,0.0,1,2398.047
2398227127,0,3,397504799,2382,12,0.85,41.6064674,-86.3561601,252.78,3.5813353061676025,180.78396606445312,0.1210000067949295,0.0,0,2398.227
2398227157,1,3,397504799,2382,13,0.79,41.606462199999996,-86.35615709999999,253.64000000000001,3.579023838043213,180.20811462402344,0.023000001907348633,0.0,1,2398.227
2398427060,0,3,397504999,2382,12,0.85,41.606460899999995,-86.35616019999999,252.78,3.596170663833618,180.55764770507812,0.08900000154972076,0.0,0,2398.427
2398427115,1,3,397504999,2382,13,0.79,41.6064558,-86.35615709999999,253.64000000000001,3.6041088104248047,179.5548553466797,-0.04200000315904617,0.0,1,2398.427
2398627149,0,3,397505199,2382,12,0.85,41.606454299999996,-86.3561601,252.8,3.6393301486968994,179.22854614257812,-0.004000000189989805,0.0,0,2398.627
2398627162,1,3,397505199,2382,13,0.79,41.6064495,-86.3561572,253.62,3.4922900199890137,180.7383270263672,-0.03100000135600567,0.0,1,2398.627
2398827061,0,3,397505399,2382,12,0.85,41.6064477,-86.3561599,252.78,3.620497226715088,179.0504150390625,0.04500000178813934,0.0,0,2398.827
2398846820,1,3,397505399,2382,13,0.79,41.6064432,-86.3561572,253.62,3.600802421569824,178.79058837890625,0.09000000357627869,0.0,1,2398.847
2399027073,0,3,397505599,2382,12,0.85,41.6064412,-86.3561599,252.74,3.5411720275878906,182.00672912597656,0.09600000083446503,0.0,0,2399.027
2399027087,1,3,397505599,2382,13,0.79,41.6064369,-86.35615729999999,253.6,3.47531795501709,180.77490234375,0.08800000697374344,0.0,1,2399.027
2399227031,0,3,397505799,2382,12,0.85,41.606434899999996,-86.35616,252.76000000000002,3.4670095443725586,180.13221740722656,0.052000001072883606,0.0,0,2399.227
2399227045,1,3,397505799,2382,13,0.79,41.6064308,-86.3561575,253.57,3.414381265640259,180.85585021972656,0.06800000369548798,0.0,1,2399.227
2399427043,0,3,397505999,2382,12,0.85,41.606428699999995,-86.3561599,252.76000000000002,3.4460372924804688,179.7339630126953,-0.00800000037997961,0.0,0,2399.427
2399446862,1,3,397505999,2382,13,0.79,41.6064248,-86.3561576,253.54,3.388037919998169,180.2705841064453,0.05300000309944153,0.0,1,2399.447
2399627259,0,3,397506199,2382,12,0.85,41.606422599999995,-86.35616,252.74,3.3134498596191406,181.69485473632812,-0.005000000353902578,0.0,0,2399.627
2399646811,1,3,397506199,2382,13,0.79,41.6064188,-86.3561576,253.53,3.3343312740325928,179.1923370361328,0.09700000286102295,0.0,1,2399.647
2399827200,0,3,397506399,2382,12,0.85,41.6064168,-86.35616,252.64000000000001,3.1048583984375,178.6527557373047,0.05900000408291817,0.0,0,2399.827
2399827213,1,3,397506399,2382,13,0.79,41.6064131,-86.3561575,253.5,3.1948115825653076,178.70863342285156,-0.015000000596046448,0.0,1,2399.827
2400027146,0,3,397506599,2382,12,0.85,41.6064114,-86.3561599,252.67000000000002,2.9023807048797607,180.92787170410156,0.1720000058412552,0.0,0,2400.027
2400027162,1,3,397506599,2382,13,0.79,41.6064076,-86.3561574,253.51000000000002,2.986435651779175,179.021484375,-0.003000000026077032,0.0,1,2400.027
2400227147,0,3,397506799,2382,12,0.85,41.6064064,-86.3561599,252.63,2.722776174545288,178.63206481933594,0.1210000067949295,0.0,0,2400.227
2400227161,1,3,397506799,2382,13,0.79,41.606402599999996,-86.3561575,253.48000000000002,2.698000907897949,180.04249572753906,0.03400000184774399,0.0,1,2400.227
2400427050,0,3,397506999,2382,12,0.85,41.6064015,-86.3561598,252.57,2.614440679550171,178.94801330566406,0.2110000103712082,0.0,0,2400.427
2400446750,1,3,397506999,2382,13,0.79,41.6063982,-86.3561576,253.44,2.4283297061920166,180.94384765625,0.04200000315904617,0.0,1,2400.447
2400627110,0,3,397507199,2382,12,0.85,41.606397099999995,-86.35615969999999,252.55,2.189011335372925,180.1832275390625,0.1340000033378601,0.0,0,2400.627
2400646878,1,3,397507199,2382,13,0.79,41.6063942,-86.3561577,253.42000000000002,2.117114305496216,179.4045867919922,0.0820000022649765,0.0,1,2400.647
2400827037,0,3,397507399,2382,12,0.85,41.606393399999995,-86.3561598,252.6,1.893059492111206,180.45401000976562,0.15300001204013824,0.0,0,2400.827
2400846753,1,3,397507399,2382,13,0.79,41.6063907,-86.3561576,253.41,1.8547574281692505,178.36251831054688,0.0560000017285347,0.0,1,2400.847
2401027092,0,3,397507599,2382,12,0.85,41.6063902,-86.3561598,252.56,1.6690027713775635,180.10299682617188,0.13300000131130219,0.0,0,2401.027
2401046776,1,3,397507599,2382,13,0.79,41.6063877,-86.3561576,253.38,1.5301729440689087,179.1387481689453,0.039000000804662704,0.0,1,2401.047
2401227105,0,3,397507799,2382,12,0.85,41.6063875,-86.3561599,252.56,1.3360034227371216,180.12867736816406,0.14600001275539398,0.0,0,2401.227
2401227118,1,3,397507799,2382,13,0.79,41.6063853,-86.3561576,253.36,1.2793288230895996,178.70108032226562,0.046000003814697266,0.0,1,2401.227
2401427120,0,3,397507999,2382,12,0.85,41.6063854,-86.3561599,252.55,0.9530887007713318,180.7815399169922,0.14800000190734863,0.0,0,2401.427
2401446802,1,3,397507999,2382,13,0.79,41.606383199999996,-86.3561576,253.35,1.005161166191101,178.97390747070312,0.0020000000949949026,0.0,1,2401.447
2401646799,0,3,397508199,2382,12,0.85,41.606383699999995,-86.35616,252.54,0.8440006375312805,180.06790161132812,0.13900001347064972,0.0,0,2401.647
2401646813,1,3,397508199,2382,13,0.79,41.6063817,-86.3561575,253.32,0.7941946387290955,175.73960876464844,0.024000000208616257,0.0,1,2401.647
2401827163,0,3,397508399,2382,12,0.85,41.6063824,-86.35616,252.5,0.563022255897522,180.5088348388672,0.03700000047683716,0.0,0,2401.827
2401846792,1,3,397508399,2382,13,0.79,41.6063805,-86.3561574,253.28,0.6261541247367859,176.52069091796875,0.08500000089406967,0.0,1,2401.847
2402027063,0,3,397508599,2382,12,0.85,41.6063814,-86.3561601,252.51000000000002,0.47102653980255127,180.60821533203125,0.14000000059604645,0.0,0,2402.027
2402046849,1,3,397508599,2382,13,0.79,41.606379499999996,-86.3561574,253.27,0.562321126461029,181.9363250732422,0.007000000216066837,0.0,1,2402.047
2402227071,0,3,397508799,2382,12,0.85,41.6063804,-86.35616019999999,252.45000000000002,0.46856486797332764,182.81356811523438,0.16600000858306885,0.0,0,2402.227
2402227085,1,3,397508799,2382,13,0.79,41.6063786,-86.3561574,253.25,0.516008734703064,179.6668701171875,-0.015000000596046448,0.0,1,2402.227
2402427066,0,3,397508999,2382,12,0.85,41.606379499999996,-86.3561603,252.42000000000002,0.4331951439380646,178.28030395507812,0.030000001192092896,0.0,0,2402.427
2402427080,1,3,397508999,2382,13,0.79,41.6063778,-86.3561574,253.23000000000002,0.43601033091545105,179.6057586669922,0.01600000075995922,0.0,1,2402.427
2402627078,0,3,397509199,2382,12,0.85,41.6063786,-86.3561603,252.4,0.562321126461029,178.0636749267578,-0.014000000432133675,0.0,0,2402.627
2402646793,1,3,397509199,2382,13,0.79,41.606377099999996,-86.3561574,253.20000000000002,0.470068097114563,179.02484130859375,0.03700000047683716,0.0,1,2402.647
2402827083,0,3,397509399,2382,12,0.85,41.6063775,-86.3561603,252.41,0.6175063252449036,182.32028198242188,-0.03100000135600567,0.0,0,2402.827
2402846806,1,3,397509399,2382,13,0.79,41.6063762,-86.3561574,253.17000000000002,0.579429030418396,185.24815368652344,0.02500000037252903,0.0,1,2402.847
2403027034,0,3,397509599,2382,12,0.85,41.6063762,-86.3561604,252.4,0.7591291666030884,178.94326782226562,-0.03200000151991844,0.0,0,2403.027
2403027091,1,3,397509599,2382,13,0.79,41.6063751,-86.3561574,253.15,0.6940259337425232,180.49534606933594,0.018000001087784767,0.0,1,2403.027
2403227099,0,3,397509799,2382,12,0.85,41.606374599999995,-86.3561603,252.39000000000001,0.965518057346344,173.33868408203125,-0.06300000101327896,0.0,0,2403.227
2403227159,1,3,397509799,2382,13,0.79,41.6063737,-86.3561574,253.16,0.9340048432350159,179.8159637451172,0.05000000074505806,0.0,1,2403.227
2403427204,0,3,397509999,2382,12,0.85,41.606372799999995,-86.3561601,252.41,1.0009241104125977,177.5377960205078,-0.04200000315904617,0.0,0,2403.427
2403427217,1,3,397509999,2382,13,0.79,41.6063719,-86.35615729999999,253.13,1.0920072793960571,180.2098846435547,-0.007000000216066837,0.0,1,2403.427
2403627083,0,3,397510199,2382,12,0.85,41.6063707,-86.3561599,252.43,1.3242990970611572,176.6233673095703,-0.02800000086426735,0.0,0,2403.627
2403627099,1,3,397510199,2382,13,0.79,41.606369799999996,-86.35615729999999,253.14000000000001,1.2473031282424927,182.6192626953125,0.03400000184774399,0.0,1,2403.627
2403827111,0,3,397510399,2382,12,0.85,41.606367999999996,-86.3561598,252.47,1.5081197023391724,180.7218780517578,0.006000000052154064,0.0,0,2403.827
2403827139,1,3,397510399,2382,13,0.79,41.6063672,-86.35615729999999,253.13,1.6104724407196045,178.6123504638672,0.06400000303983688,0.0,1,2403.827
2404027037,0,3,397510599,2382,12,0.85,41.606364899999996,-86.35615969999999,252.45000000000002,1.8322255611419678,177.90435791015625,0.02800000086426735,0.0,0,2404.027
2404027055,1,3,397510599,2382,13,0.79,41.6063642,-86.35615709999999,253.13,1.816356897354126,178.86431884765625,-0.032999999821186066,0.0,1,2404.027
2404227068,0,3,397510799,2382,12,0.85,41.6063614,-86.3561596,252.53,2.0260112285614014,178.18975830078125,-0.1860000044107437,0.0,0,2404.227
2404227081,1,3,397510799,2382,13,0.79,41.606360699999996,-86.3561569,253.12,2.0320401191711426,178.1669158935547,-0.02500000037252903,0.0,1,2404.227
2404427125,0,3,397510999,2382,12,0.85,41.606357599999996,-86.35615949999999,252.53,2.1823487281799316,178.9760284423828,-0.0690000057220459,0.0,0,2404.427
2404446808,1,3,397510999,2382,13,0.79,41.6063568,-86.35615659999999,253.13,2.270334482192993,176.89434814453125,0.012000000104308128,0.0,1,2404.447
2404627098,0,3,397511199,2382,12,0.85,41.606353399999996,-86.3561594,252.53,2.4114015102386475,178.9544677734375,-0.1469999998807907,0.0,0,2404.627
2404627112,1,3,397511199,2382,13,0.79,41.6063525,-86.3561563,253.13,2.4126501083374023,178.66998291015625,0.04400000348687172,0.0,1,2404.627
2404827110,0,3,397511399,2382,12,0.85,41.6063489,-86.3561593,252.53,2.641751289367676,178.63348388671875,-0.1380000114440918,0.0,0,2404.827
2404827166,1,3,397511399,2382,13,0.79,41.606348,-86.35615609999999,253.15,2.678286552429199,178.22410583496094,-0.046000003814697266,0.0,1,2404.827
2405027197,0,3,397511599,2382,12,0.85,41.606344,-86.3561591,252.53,2.7219793796539307,178.46319580078125,-0.14400000870227814,0.0,0,2405.027
2405027211,1,3,397511599,2382,13,0.79,41.6063431,-86.35615589999999,253.14000000000001,2.7440009117126465,179.95823669433594,-0.009000000543892384,0.0,1,2405.027
2405227106,0,3,397511799,2382,12,0.85,41.6063389,-86.3561591,252.55,2.9880378246307373,180.2876434326172,-0.10300000756978989,0.0,0,2405.227
2405227151,1,3,397511799,2382,13,0.79,41.606338,-86.3561558,253.13,2.9930081367492676,179.86598205566406,0.04200000315904617,0.0,1,2405.227
2405427026,0,3,397511999,2382,12,0.85,41.606333299999996,-86.3561592,252.53,3.135019540786743,180.2010498046875,-0.014000000432133675,0.0,0,2405.427
2405446842,1,3,397511999,2382,13,0.79,41.6063324,-86.3561557,253.12,3.2302863597869873,179.23727416992188,-0.027000000700354576,0.0,1,2405.447
2405627036,0,3,397512199,2382,12,0.85,41.6063274,-86.35615899999999,252.48000000000002,3.3582191467285156,177.4911651611328,0.024000000208616257,0.0,0,2405.627
2405646875,1,3,397512199,2382,13,0.79,41.6063264,-86.3561556,253.14000000000001,3.4142346382141113,179.32870483398438,-0.009000000543892384,0.0,1,2405.647
2405827137,0,3,397512399,2382,12,0.85,41.606321099999995,-86.3561587,252.49,3.5742104053497314,178.50900268554688,-0.08700000494718552,0.0,0,2405.827
2405827188,1,3,397512399,2382,13,0.79,41.6063201,-86.3561555,253.14000000000001,3.605009078979492,180.1271514892578,-0.032999999821186066,0.0,1,2405.827
2406027109,0,3,397512599,2382,12,0.85,41.6063143,-86.3561586,252.55,3.8403127193450928,180.73109436035156,-0.14000000059604645,0.0,0,2406.027
2406027123,1,3,397512599,2382,13,0.79,41.6063134,-86.3561556,253.15,3.7753312587738037,180.75885009765625,-0.010000000707805157,0.0,1,2406.027
2406227120,0,3,397512799,2382,12,0.85,41.606307099999995,-86.3561587,252.61,4.024447441101074,180.85426330566406,-0.07200000435113907,0.0,0,2406.227
2406227163,1,3,397512799,2382,13,0.79,41.606306499999995,-86.3561556,253.15,3.9850409030914307,180.25881958007812,-0.004000000189989805,0.0,1,2406.227
2406427120,0,3,397512999,2382,12,0.85,41.6062996,-86.3561587,252.62,4.066031455993652,179.7745361328125,-0.12000000476837158,0.0,0,2406.427
2406427179,1,3,397512999,2382,13,0.79,41.6062991,-86.3561557,253.13,4.170173168182373,180.52212524414062,-0.036000002175569534,0.0,1,2406.427
2406627133,0,3,397513199,2382,12,0.85,41.606291899999995,-86.3561588,252.66,4.373098373413086,181.28408813476562,0.09100000560283661,0.0,0,2406.627
2406627148,1,3,397513199,2382,13,0.79,41.6062915,-86.3561557,253.13,4.3090057373046875,180.0930938720703,-0.029000001028180122,0.0,1,2406.627
2406827066,0,3,397513399,2382,12,0.85,41.6062839,-86.3561588,252.69,4.5150041580200195,180.07614135742188,0.004000000189989805,0.0,0,2406.827
2406827079,1,3,397513399,2382,13,0.79,41.6062837,-86.3561557,253.13,4.479000568389893,179.9744110107422,-0.006000000052154064,0.0,1,2406.827
2407027088,0,3,397513599,2382,12,0.85,41.6062756,-86.3561589,252.71,4.618165016174316,180.48387145996094,-0.08300000429153442,0.0,0,2407.027
2407027118,1,3,397513599,2382,13,0.79,41.606275499999995,-86.3561557,253.14000000000001,4.649052143096924,179.72885131835938,0.027000000700354576,0.0,1,2407.027
2407227060,0,3,397513799,2382,12,0.85,41.6062672,-86.3561589,252.75,4.7590155601501465,180.14447021484375,-0.05700000375509262,0.0,0,2407.227
2407227074,1,3,397513799,2382,13,0.79,41.606266999999995,-86.3561557,253.13,4.759002208709717,179.9518280029297,0.009000000543892384,0.0,1,2407.227
2407427097,0,3,397513999,2382,12,0.85,41.6062584,-86.3561589,252.78,4.886010646820068,180.11727905273438,-0.04200000315904617,0.0,0,2407.427
2407427112,1,3,397513999,2382,13,0.79,41.6062584,-86.3561557,253.14000000000001,4.887014865875244,179.85931396484375,-0.036000002175569534,0.0,1,2407.427
2407627128,0,3,397514199,2382,12,0.85,41.606249399999996,-86.3561589,252.76000000000002,5.0232696533203125,180.5931396484375,-0.014000000432133675,0.0,0,2407.627
2407646787,1,3,397514199,2382,13,0.79,41.606249399999996,-86.3561556,253.13,5.073001861572266,179.95480346679688,-0.0430000014603138,0.0,1,2407.647
2407846802,0,3,397514399,2382,12,0.85,41.606240199999995,-86.3561589,252.76000000000002,5.125088214874268,180.33538818359375,0.05100000277161598,0.0,0,2407.847
2407846816,1,3,397514399,2382,13,0.79,41.606240299999996,-86.3561556,253.14000000000001,5.118189334869385,180.49256896972656,0.00800000037997961,0.0,1,2407.847
2408027136,0,3,397514599,2382,12,0.85,41.6062308,-86.3561589,252.73000000000002,5.242176532745361,179.53001403808594,0.003000000026077032,0.0,0,2408.027
2408027150,1,3,397514599,2382,13,0.79,41.606231,-86.3561557,253.12,5.281001567840576,179.9565887451172,-0.021000001579523087,0.0,1,2408.027
2408227068,0,3,397514799,2382,12,0.85,41.6062212,-86.3561588,252.76000000000002,5.332007884979248,180.0967254638672,-0.06200000271201134,0.0,0,2408.227
2408227148,1,3,397514799,2382,13,0.79,41.606221399999995,-86.3561557,253.12,5.3650007247924805,180.0213623046875,-0.007000000216066837,0.0,1,2408.227
2408427055,0,3,397514999,2382,12,0.85,41.6062114,-86.3561589,252.76000000000002,5.536563873291016,180.8175811767578,-0.07200000435113907,0.0,0,2408.427
2408446900,1,3,397514999,2382,13,0.79,41.606211699999996,-86.3561556,253.12,5.509036540985107,179.7919921875,0.04700000211596489,0.0,1,2408.447
2408627079,0,3,397515199,2382,12,0.85,41.606201299999995,-86.35615899999999,252.74,5.615001678466797,179.9591827392578,0.0020000000949949026,0.0,0,2408.627
2408627147,1,3,397515199,2382,13,0.79,41.6062018,-86.3561556,253.12,5.49709939956665,180.34397888183594,-0.0950000062584877,0.0,1,2408.627
2408827102,0,3,397515399,2382,12,0.85,41.6061911,-86.3561589,252.72,5.678102016448975,179.6569061279297,0.005000000353902578,0.0,0,2408.827
2408846805,1,3,397515399,2382,13,0.79,41.6061918,-86.3561557,253.15,5.615060329437256,180.26531982421875,-0.02500000037252903,0.0,1,2408.847
2409027105,0,3,397515599,2382,12,0.85,41.6061808,-86.3561588,252.74,5.748244762420654,179.47171020507812,0.04500000178813934,0.0,0,2409.027
2409046797,1,3,397515599,2382,13,0.79,41.6061817,-86.3561557,253.13,5.776010990142822,180.109130859375,-0.023000001907348633,0.0,1,2409.047
2409227137,0,3,397515799,2382,12,0.85,41.606170299999995,-86.3561586,252.75,5.8531107902526855,179.6475830078125,-0.10300000756978989,0.0,0,2409.227
2409227150,1,3,397515799,2382,13,0.79,41.6061713,-86.3561557,253.13,5.833054065704346,180.24557495117188,-0.07700000703334808,0.0,1,2409.227
2409427148,0,3,397515999,2382,12,0.85,41.6061595,-86.35615849999999,252.74,6.01400089263916,179.97140502929688,0.11300000548362732,0.0,0,2409.427
2409446795,1,3,397515999,2382,13,0.79,41.6061608,-86.3561558,253.13,5.910346984863281,180.62045288085938,0.0020000000949949026,0.0,1,2409.447
2409627148,0,3,397516199,2382,12,0.85,41.6061487,-86.3561586,252.77,5.946727275848389,180.89608764648438,0.046000003814697266,0.0,0,2409.627
2409627161,1,3,397516199,2382,13,0.79,41.6061501,-86.35615589999999,253.13,5.953127861022949,180.3753662109375,0.02800000086426735,0.0,1,2409.627
2409827076,0,3,397516399,2382,12,0.85,41.6061379,-86.3561587,252.74,5.928037643432617,180.20298767089844,0.11300000548362732,0.0,0,2409.827
2409827169,1,3,397516399,2382,13,0.79,41.6061395,-86.35615589999999,253.13,5.966001033782959,180.02880859375,-0.009000000543892384,0.0,1,2409.827
2410027191,0,3,397516599,2382,12,0.85,41.606127099999995,-86.3561588,252.75,5.939344882965088,180.61741638183594,-0.0010000000474974513,0.0,0,2410.027
2410027205,1,3,397516599,2382,13,0.79,41.6061288,-86.356156,253.1,5.948251724243164,181.1752471923828,0.00800000037997961,0.0,1,2410.027
2410227042,0,3,397516799,2382,12,0.85,41.6061163,-86.35615899999999,252.79,5.965724945068359,180.8932342529297,0.02800000086426735,0.0,0,2410.227
2410246857,1,3,397516799,2382,13,0.79,41.606118099999996,-86.35615609999999,253.08,5.9950032234191895,179.94264221191406,-0.020000001415610313,0.0,1,2410.247
2410427041,0,3,397516999,2382,12,0.85,41.6061055,-86.3561591,252.77,5.964343547821045,180.61483764648438,0.13199999928474426,0.0,0,2410.427
2410446814,1,3,397516999,2382,13,0.79,41.6061074,-86.356156,253.07,5.956086158752441,179.69215393066406,0.08400000631809235,0.0,1,2410.447
2410627232,0,3,397517199,2382,12,0.85,41.6060947,-86.3561592,252.73000000000002,5.973387241363525,180.6522674560547,0.10200000554323196,0.0,0,2410.627
2410627261,1,3,397517199,2382,13,0.79,41.606096699999995,-86.35615589999999,253.06,5.99914026260376,179.60841369628906,0.009000000543892384,0.0,1,2410.627
2410827151,0,3,397517399,2382,12,0.85,41.606083999999996,-86.3561593,252.76000000000002,5.953218460083008,179.50914001464844,0.164000004529953,0.0,0,2410.827
2410827169,1,3,397517399,2382,13,0.79,41.606086,-86.3561558,253.04,5.987375259399414,179.35882568359375,0.0020000000949949026,0.0,1,2410.827
2411027145,0,3,397517599,2382,12,0.85,41.606073099999996,-86.3561592,252.75,6.036318302154541,179.4114990234375,0.0430000014603138,0.0,0,2411.027
2411046828,1,3,397517599,2382,13,0.79,41.6060753,-86.3561556,253.04,5.972387313842773,179.3476104736328,0.0560000017285347,0.0,1,2411.047
2411227136,0,3,397517799,2382,12,0.85,41.6060622,-86.3561591,252.74,6.050107479095459,179.6590576171875,0.11400000751018524,0.0,0,2411.227
2411227149,1,3,397517799,2382,13,0.79,41.606064499999995,-86.3561555,253.05,6.013070583343506,179.72366333007812,0.03800000250339508,0.0,1,2411.227
2411427088,0,3,397517999,2382,12,0.85,41.6060514,-86.3561589,252.72,6.024702548980713,179.12501525878906,0.1380000114440918,0.0,0,2411.427
2411446828,1,3,397517999,2382,13,0.79,41.6060537,-86.35615539999999,253.02,6.0470123291015625,179.88629150390625,0.021000001579523087,0.0,1,2411.447
2411627048,0,3,397518199,2382,12,0.85,41.6060405,-86.3561588,252.75,6.023036956787109,179.80023193359375,0.036000002175569534,0.0,0,2411.627
2411627117,1,3,397518199,2382,13,0.79,41.6060429,-86.35615539999999,253.0,6.033044338226318,180.21844482421875,0.11100000888109207,0.0,1,2411.627
2411827044,0,3,397518399,2382,12,0.85,41.6060296,-86.3561589,252.73000000000002,6.071540355682373,180.76441955566406,0.11000000685453415,0.0,0,2411.827
2411827057,1,3,397518399,2382,13,0.79,41.6060321,-86.35615539999999,252.98000000000002,6.046070098876953,179.7251739501953,0.06800000369548798,0.0,1,2411.827
2412027056,0,3,397518599,2382,12,0.85,41.6060187,-86.35615899999999,252.69,6.044047832489014,180.22752380371094,0.08700000494718552,0.0,0,2412.027
2412027071,1,3,397518599,2382,13,0.79,41.6060212,-86.35615539999999,252.97,6.050278186798096,180.5492706298828,0.030000001192092896,0.0,1,2412.027
2412227172,0,3,397518799,2382,12,0.85,41.6060078,-86.3561591,252.64000000000001,6.043394088745117,180.65420532226562,0.13900001347064972,0.0,0,2412.227
2412227186,1,3,397518799,2382,13,0.79,41.606010399999995,-86.3561555,252.97,6.033033847808838,180.18995666503906,0.030000001192092896,0.0,1,2412.227
2412427158,0,3,397518999,2382,12,0.85,41.6059969,-86.3561594,252.64000000000001,6.156445026397705,180.688720703125,0.12200000882148743,0.0,0,2412.427
2412427171,1,3,397518999,2382,13,0.79,41.6059996,-86.3561555,252.97,6.065277576446533,180.5479278564453,0.03800000250339508,0.0,1,2412.427
2412627158,0,3,397519199,2382,12,0.85,41.6059858,-86.3561596,252.66,6.198111057281494,180.342041015625,0.09600000083446503,0.0,0,2412.627
2412627171,1,3,397519199,2382,13,0.79,41.6059887,-86.3561557,252.95000000000002,6.083580493927002,180.79115295410156,0.020000001415610313,0.0,1,2412.627
2412827145,0,3,397519399,2382,12,0.85,41.6059748,-86.3561598,252.68,6.0758233070373535,180.9430694580078,0.013000000268220901,0.0,0,2412.827
2412827164,1,3,397519399,2382,13,0.79,41.6059777,-86.35615589999999,252.95000000000002,6.120817184448242,180.93614196777344,-0.01100000087171793,0.0,1,2412.827
2413027089,1,3,397519599,2382,13,0.79,41.6059668,-86.3561562,252.96,6.053928375244141,181.00326538085938,0.04700000211596489,0.0,1,2413.027
2413046762,0,3,397519599,2382,12,0.85,41.6059639,-86.3561601,252.77,6.035584926605225,180.7974395751953,-0.03800000250339508,0.0,0,2413.047
2413227050,0,3,397519799,2382,12,0.85,41.605953,-86.3561603,252.79,6.092262268066406,181.16627502441406,-0.07100000232458115,0.0,0,2413.227
2413227125,1,3,397519799,2382,13,0.79,41.605956,-86.35615639999999,252.94,6.077348232269287,181.2068634033203,0.05900000408291817,0.0,1,2413.227
2413427036,0,3,397519999,2382,12,0.85,41.6059421,-86.3561605,252.82,6.019309043884277,180.58065795898438,-0.024000000208616257,0.0,0,2413.427
2413427051,1,3,397519999,2382,13,0.79,41.6059451,-86.3561567,252.94,6.015515327453613,181.28594970703125,-0.02800000086426735,0.0,1,2413.427
2413627177,0,3,397520199,2382,12,0.85,41.6059312,-86.35616069999999,252.87,6.046010494232178,180.104248046875,-0.030000001192092896,0.0,0,2413.627
2413646783,1,3,397520199,2382,13,0.79,41.6059343,-86.356157,252.94,6.058610439300537,180.81332397460938,0.03200000151991844,0.0,1,2413.647
2413827105,0,3,397520399,2382,12,0.85,41.605920399999995,-86.3561608,252.85,6.049556255340576,180.77667236328125,0.015000000596046448,0.0,0,2413.827
2413846794,1,3,397520399,2382,13,0.79,41.6059236,-86.3561572,252.92000000000002,6.021430969238281,180.6851348876953,0.052000001072883606,0.0,1,2413.847
2414027117,0,3,397520599,2382,12,0.85,41.6059097,-86.356161,252.83,5.980281829833984,180.5557098388672,-0.015000000596046448,0.0,0,2414.027
2414027158,1,3,397520599,2382,13,0.79,41.6059128,-86.3561574,252.9,6.070089817047119,180.31150817871094,0.010000000707805157,0.0,1,2414.027
2414227165,0,3,397520799,2382,12,0.85,41.605899,-86.3561611,252.83,5.985108375549316,179.65536499023438,0.024000000208616257,0.0,0,2414.227
2414227178,1,3,397520799,2382,13,0.79,41.605902,-86.3561574,252.89000000000001,6.005033493041992,180.1908416748047,0.020000001415610313,0.0,1,2414.227
2414427161,0,3,397520999,2382,12,0.85,41.605888199999995,-86.356161,252.8,6.065623760223389,179.17816162109375,0.005000000353902578,0.0,0,2414.427
2414446724,1,3,397520999,2382,13,0.79,41.605891299999996,-86.3561575,252.89000000000001,5.9830217361450195,179.84677124023438,0.03200000151991844,0.0,1,2414.447
2414646853,0,3,397521199,2382,12,0.85,41.6058775,-86.35616089999999,252.8,6.002420425415039,179.32225036621094,-0.14000000059604645,0.0,0,2414.647
2414646866,1,3,397521199,2382,13,0.79,41.6058805,-86.35615729999999,252.88,6.047398090362549,178.76821899414062,-0.024000000208616257,0.0,1,2414.647
2414827034,0,3,397521399,2382,12,0.85,41.6058668,-86.35616089999999,252.81,6.027004718780518,180.06655883789062,-0.07900000363588333,0.0,0,2414.827
2414827060,1,3,397521399,2382,13,0.79,41.6058698,-86.356157,252.85,6.0573954582214355,178.77024841308594,-0.03200000151991844,0.0,1,2414.827
2415027062,0,3,397521599,2382,12,0.85,41.605855999999996,-86.35616089999999,252.81,6.074223041534424,179.50949096679688,-0.11700000613927841,0.0,0,2415.027
