TimeUS,Instance,Volt,VoltR,Curr,CurrTot,EnrgTot,Temp,Res,RemPct,t_s
58982743,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,58.983
58982795,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,58.983
59082759,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.083
59082779,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.083
59182787,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.183
59182803,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.183
59282774,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.283
59282789,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.283
59382798,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.383
59382813,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.383
59482760,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.483
59482838,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.483
59582790,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.583
59582871,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.583
59682794,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.683
59682816,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.683
59782808,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.783
59782823,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.783
59882753,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.883
59882768,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.883
59982738,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,59.983
59982801,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,59.983
60082759,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.083
60082807,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.083
60182763,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.183
60182779,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.183
60282788,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.283
60282803,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.283
60382723,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.383
60382817,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.383
60482790,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.483
60482806,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.483
60582756,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.583
60582818,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.583
60682786,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.683
60682808,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.683
60782773,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.783
60782789,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.783
60882765,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.883
60882779,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.883
60982812,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,60.983
60982828,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,60.983
61082795,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,61.083
61082840,1,48.78125,0.0,-0.0,2353.2724609375,104.5,23.1,0.0,85,61.083
61182789,0,48.8125,0.0,-0.0,2409.57080078125,107.0,25.1,0.0,85,61.183
61182805,1,48.6875,48.6875,5.19921875,2353.2724609375,104.5,23.1,0.0,85,61.183
