TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S,t_s
109282972,2,-940,2398,298,0,0,0,0,0,0,1,109282966,109.283
109382984,0,-62,202,493,7,3,-176,0,0,0,1,109382982,109.383
109382984,1,-54,203,483,98,121,-96,0,0,0,1,109382898,109.383
109382984,2,-965,2336,287,0,0,0,0,0,0,1,109382896,109.383
109482985,0,-69,203,491,7,3,-176,0,0,0,1,109482983,109.483
109482985,1,-53,205,485,98,121,-96,0,0,0,1,109482982,109.483
109482985,2,-945,2294,292,0,0,0,0,0,0,1,109482980,109.483
109582917,0,-74,203,493,7,3,-176,0,0,0,1,109582915,109.583
109582917,1,-58,210,481,98,121,-96,0,0,0,1,109582913,109.583
109582917,2,-934,2257,295,0,0,0,0,0,0,1,109582912,109.583
109682914,0,-67,204,490,7,3,-176,0,0,0,1,109682912,109.683
109682914,1,-55,208,480,98,121,-96,0,0,0,1,109682910,109.683
109682914,2,-930,2262,289,0,0,0,0,0,0,1,109682909,109.683
109782941,0,-64,209,487,7,3,-176,0,0,0,1,109782940,109.783
109782941,1,-57,208,483,98,121,-96,0,0,0,1,109782938,109.783
109782941,2,-936,2220,357,0,0,0,0,0,0,1,109782929,109.783
109882985,0,-74,208,489,7,3,-176,0,0,0,1,109882983,109.883
109882985,1,-59,207,482,98,121,-96,0,0,0,1,109882981,109.883
109882985,2,-868,2187,312,0,0,0,0,0,0,1,109882980,109.883
109982883,0,-68,210,491,7,3,-176,0,0,0,1,109982881,109.983
109982883,1,-52,205,481,98,121,-96,0,0,0,1,109982880,109.983
109982883,2,-886,2145,306,0,0,0,0,0,0,1,109982878,109.983
110082890,0,-69,208,493,7,3,-176,0,0,0,1,110082889,110.083
110082890,1,-56,203,477,98,121,-96,0,0,0,1,110082887,110.083
110082890,2,-830,2137,315,0,0,0,0,0,0,1,110082885,110.083
110182924,0,-69,210,490,7,3,-176,0,0,0,1,110182922,110.183
110182924,1,-56,203,482,98,121,-96,0,0,0,1,110182921,110.183
110182924,2,-861,2088,344,0,0,0,0,0,0,1,110182919,110.183
110282868,0,-71,213,491,7,3,-176,0,0,0,1,110282866,110.283
110282868,1,-63,203,478,98,121,-96,0,0,0,1,110282864,110.283
110282868,2,-848,2018,303,0,0,0,0,0,0,1,110282862,110.283
110382880,0,-76,213,485,7,3,-176,0,0,0,1,110382878,110.383
110382880,1,-59,204,475,98,121,-96,0,0,0,1,110382876,110.383
110382880,2,-831,2025,352,0,0,0,0,0,0,1,110382875,110.383
110482920,0,-75,210,482,7,3,-176,0,0,0,1,110482919,110.483
110482920,1,-60,211,480,98,121,-96,0,0,0,1,110482917,110.483
110482920,2,-815,2005,341,0,0,0,0,0,0,1,110482915,110.483
110582903,0,-72,216,483,7,3,-176,0,0,0,1,110582901,110.583
110582903,1,-59,209,479,98,121,-96,0,0,0,1,110582896,110.583
110582903,2,-835,2009,359,0,0,0,0,0,0,1,110582895,110.583
110682974,0,-62,219,487,7,3,-176,0,0,0,1,110682973,110.683
110682974,1,-60,212,477,98,121,-96,0,0,0,1,110682971,110.683
110682974,2,-831,2021,296,0,0,0,0,0,0,1,110682969,110.683
110782941,0,-62,220,483,7,3,-176,0,0,0,1,110782939,110.783
110782941,1,-54,215,479,98,121,-96,0,0,0,1,110782937,110.783
110782941,2,-832,2002,339,0,0,0,0,0,0,1,110782936,110.783
110883042,0,-67,222,484,7,3,-176,0,0,0,1,110883040,110.883
110883042,1,-53,212,478,98,121,-96,0,0,0,1,110883038,110.883
110883042,2,-841,2027,334,0,0,0,0,0,0,1,110883037,110.883
110983037,0,-66,218,483,7,3,-176,0,0,0,1,110983036,110.983
110983037,1,-60,211,475,98,121,-96,0,0,0,1,110983034,110.983
110983037,2,-796,2018,327,0,0,0,0,0,0,1,110983033,110.983
111082924,0,-76,217,487,7,3,-176,0,0,0,1,111082922,111.083
111082924,1,-64,219,479,98,121,-96,0,0,0,1,111082921,111.083
111082924,2,-818,2033,397,0,0,0,0,0,0,1,111082919,111.083
111182945,0,-72,216,485,7,3,-176,0,0,0,1,111182943,111.183
111182945,1,-64,210,471,98,121,-96,0,0,0,1,111182942,111.183
111182945,2,-797,1998,380,0,0,0,0,0,0,1,111182940,111.183
111282974,0,-78,222,484,7,3,-176,0,0,0,1,111282973,111.283
111282974,1,-67,212,477,98,121,-96,0,0,0,1,111282963,111.283
111282974,2,-827,1983,392,0,0,0,0,0,0,1,111282951,111.283
111382908,0,-82,226,482,7,3,-176,0,0,0,1,111382907,111.383
111382908,1,-68,220,475,98,121,-96,0,0,0,1,111382905,111.383
111382908,2,-827,1952,425,0,0,0,0,0,0,1,111382903,111.383
111482853,0,-75,234,475,7,3,-176,0,0,0,1,111482850,111.483
111482853,1,-70,224,473,98,121,-96,0,0,0,1,111482848,111.483
111482853,2,-785,1937,403,0,0,0,0,0,0,1,111482846,111.483
111582916,0,-71,229,479,7,3,-176,0,0,0,1,111582915,111.583
111582916,1,-66,222,471,98,121,-96,0,0,0,1,111582911,111.583
111582916,2,-837,1924,414,0,0,0,0,0,0,1,111582909,111.583
111682886,0,-67,227,481,7,3,-176,0,0,0,1,111682884,111.683
111682886,1,-63,219,468,98,121,-96,0,0,0,1,111682883,111.683
111682886,2,-802,1885,412,0,0,0,0,0,0,1,111682881,111.683
111782911,0,-70,230,480,7,3,-176,0,0,0,1,111782909,111.783
111782911,1,-62,218,470,98,121,-96,0,0,0,1,111782908,111.783
111782911,2,-775,1904,401,0,0,0,0,0,0,1,111782906,111.783
111882908,0,-69,225,483,7,3,-176,0,0,0,1,111882906,111.883
111882908,1,-64,209,478,98,121,-96,0,0,0,1,111882904,111.883
111882908,2,-743,1909,466,0,0,0,0,0,0,1,111882903,111.883
111982890,0,-66,219,487,7,3,-176,0,0,0,1,111982889,111.983
111982890,1,-62,206,478,98,121,-96,0,0,0,1,111982887,111.983
111982890,2,-807,1877,459,0,0,0,0,0,0,1,111982885,111.983
112083006,0,-66,209,489,7,3,-176,0,0,0,1,112083004,112.083
112083006,1,-65,198,477,98,121,-96,0,0,0,1,112083002,112.083
112083006,2,-739,1870,398,0,0,0,0,0,0,1,112083001,112.083
112182942,0,-70,209,488,7,3,-176,0,0,0,1,112182940,112.183
112182942,1,-57,197,484,98,121,-96,0,0,0,1,112182938,112.183
112182942,2,-756,1834,437,0,0,0,0,0,0,1,112182937,112.183
112282920,0,-70,213,491,7,3,-176,0,0,0,1,112282919,112.283
112282920,1,-64,198,481,98,121,-96,0,0,0,1,112282917,112.283
112282920,2,-801,1872,468,0,0,0,0,0,0,1,112282916,112.283
112382925,0,-66,214,494,7,3,-176,0,0,0,1,112382923,112.383
112382925,1,-50,201,479,98,121,-96,0,0,0,1,112382921,112.383
112382925,2,-747,1846,437,0,0,0,0,0,0,1,112382920,112.383
112482987,0,-60,212,488,7,3,-176,0,0,0,1,112482986,112.483
112482987,1,-55,203,483,98,121,-96,0,0,0,1,112482984,112.483
112482987,2,-762,1894,479,0,0,0,0,0,0,1,112482982,112.483
112582891,0,-62,214,491,7,3,-176,0,0,0,1,112582889,112.583
112582891,1,-55,201,482,98,121,-96,0,0,0,1,112582887,112.583
112582891,2,-800,2032,425,0,0,0,0,0,0,1,112582885,112.583
112682957,0,-65,208,493,7,3,-176,0,0,0,1,112682955,112.683
112682957,1,-54,201,484,98,121,-96,0,0,0,1,112682954,112.683
112682957,2,-795,2053,462,0,0,0,0,0,0,1,112682952,112.683
112782923,0,-65,202,491,7,3,-176,0,0,0,1,112782922,112.783
112782923,1,-51,203,483,98,121,-96,0,0,0,1,112782920,112.783
112782923,2,-836,2166,446,0,0,0,0,0,0,1,112782918,112.783
112882842,0,-62,212,494,7,3,-176,0,0,0,1,112882834,112.883
112882842,1,-59,208,480,98,121,-96,0,0,0,1,112882832,112.883
112882842,2,-882,2236,503,0,0,0,0,0,0,1,112882831,112.883
112982923,0,-62,219,485,7,3,-176,0,0,0,1,112982921,112.983
112982923,1,-52,220,480,98,121,-96,0,0,0,1,112982920,112.983
112982923,2,-900,2303,485,0,0,0,0,0,0,1,112982918,112.983
113082862,0,-56,227,485,7,3,-176,0,0,0,1,113082861,113.083
113082862,1,-45,222,475,98,121,-96,0,0,0,1,113082859,113.083
113082862,2,-913,2405,448,0,0,0,0,0,0,1,113082858,113.083
113182873,0,-55,222,486,7,3,-176,0,0,0,1,113182871,113.183
113182873,1,-40,225,479,98,121,-96,0,0,0,1,113182869,113.183
113182873,2,-911,2457,431,0,0,0,0,0,0,1,113182868,113.183
113282910,0,-46,214,492,7,3,-176,0,0,0,1,113282909,113.283
113282910,1,-35,215,485,98,121,-96,0,0,0,1,113282907,113.283
113282910,2,-973,2453,469,0,0,0,0,0,0,1,113282906,113.283
113382923,0,-43,204,495,7,3,-176,0,0,0,1,113382922,113.383
113382923,1,-34,207,486,98,121,-96,0,0,0,1,113382920,113.383
113382923,2,-925,2493,438,0,0,0,0,0,0,1,113382917,113.383
113482864,0,-44,198,500,7,3,-176,0,0,0,1,113482862,113.483
113482864,1,-25,208,491,98,121,-96,0,0,0,1,113482861,113.483
113482864,2,-988,2528,432,0,0,0,0,0,0,1,113482859,113.483
113582901,0,-43,199,498,7,3,-176,0,0,0,1,113582900,113.583
113582901,1,-30,202,490,98,121,-96,0,0,0,1,113582898,113.583
113582901,2,-924,2521,454,0,0,0,0,0,0,1,113582896,113.583
113682899,0,-49,203,495,7,3,-176,0,0,0,1,113682897,113.683
113682899,1,-35,209,493,98,121,-96,0,0,0,1,113682895,113.683
113682899,2,-946,2570,450,0,0,0,0,0,0,1,113682894,113.683
113782934,0,-45,209,498,7,3,-176,0,0,0,1,113782933,113.783
113782934,1,-34,207,484,98,121,-96,0,0,0,1,113782931,113.783
113782934,2,-934,2527,461,0,0,0,0,0,0,1,113782922,113.783
113882963,0,-47,217,493,7,3,-176,0,0,0,1,113882961,113.883
113882963,1,-35,221,475,98,121,-96,0,0,0,1,113882959,113.883
113882963,2,-951,2527,481,0,0,0,0,0,0,1,113882957,113.883
113982942,0,-50,225,488,7,3,-176,0,0,0,1,113982940,113.983
113982942,1,-34,225,475,98,121,-96,0,0,0,1,113982939,113.983
113982942,2,-912,2527,447,0,0,0,0,0,0,1,113982937,113.983
114082914,0,-59,224,485,7,3,-176,0,0,0,1,114082912,114.083
114082914,1,-39,226,479,98,121,-96,0,0,0,1,114082911,114.083
114082914,2,-967,2555,421,0,0,0,0,0,0,1,114082909,114.083
114183028,0,-53,220,486,7,3,-176,0,0,0,1,114183027,114.183
114183028,1,-40,226,477,98,121,-96,0,0,0,1,114183025,114.183
114183028,2,-930,2466,443,0,0,0,0,0,0,1,114183023,114.183
114282904,0,-56,221,484,7,3,-176,0,0,0,1,114282903,114.283
114282904,1,-43,219,476,98,121,-96,0,0,0,1,114282901,114.283
114282904,2,-841,2371,420,0,0,0,0,0,0,1,114282898,114.283
114382866,0,-60,217,489,7,3,-176,0,0,0,1,114382864,114.383
114382866,1,-48,220,479,98,121,-96,0,0,0,1,114382863,114.383
114382866,2,-874,2342,404,0,0,0,0,0,0,1,114382861,114.383
114483029,0,-54,214,492,7,3,-176,0,0,0,1,114483028,114.483
114483029,1,-45,216,480,98,121,-96,0,0,0,1,114483026,114.483
114483029,2,-921,2361,431,0,0,0,0,0,0,1,114483025,114.483
114582851,0,-58,217,485,7,3,-176,0,0,0,1,114582849,114.583
114582851,1,-46,215,484,98,121,-96,0,0,0,1,114582846,114.583
114582851,2,-922,2339,487,0,0,0,0,0,0,1,114582844,114.583
114682892,0,-60,218,494,7,3,-176,0,0,0,1,114682891,114.683
114682892,1,-47,213,477,98,121,-96,0,0,0,1,114682889,114.683
114682892,2,-886,2347,413,0,0,0,0,0,0,1,114682887,114.683
114782904,0,-61,216,486,7,3,-176,0,0,0,1,114782902,114.783
114782904,1,-50,214,477,98,121,-96,0,0,0,1,114782901,114.783
114782904,2,-903,2320,447,0,0,0,0,0,0,1,114782899,114.783
114882896,0,-66,216,489,7,3,-176,0,0,0,1,114882895,114.883
114882896,1,-53,224,477,98,121,-96,0,0,0,1,114882893,114.883
114882896,2,-862,2368,427,0,0,0,0,0,0,1,114882891,114.883
114982879,0,-65,216,490,7,3,-176,0,0,0,1,114982877,114.983
114982879,1,-55,212,481,98,121,-96,0,0,0,1,114982876,114.983
114982879,2,-882,2338,418,0,0,0,0,0,0,1,114982874,114.983
115082876,0,-67,220,493,7,3,-176,0,0,0,1,115082874,115.083
115082876,1,-50,215,485,98,121,-96,0,0,0,1,115082873,115.083
115082876,2,-854,2301,385,0,0,0,0,0,0,1,115082871,115.083
115182958,0,-68,215,486,7,3,-176,0,0,0,1,115182956,115.183
115182958,1,-51,219,477,98,121,-96,0,0,0,1,115182954,115.183
115182958,2,-925,2325,371,0,0,0,0,0,0,1,115182953,115.183
115282926,0,-62,222,485,7,3,-176,0,0,0,1,115282925,115.283
115282926,1,-55,224,476,98,121,-96,0,0,0,1,115282923,115.283
115282926,2,-898,2279,426,0,0,0,0,0,0,1,115282921,115.283
115383020,0,-67,234,480,7,3,-176,0,0,0,1,115383019,115.383
115383020,1,-54,230,471,98,121,-96,0,0,0,1,115383017,115.383
115383020,2,-886,2313,463,0,0,0,0,0,0,1,115383007,115.383
115482920,0,-68,231,481,7,3,-176,0,0,0,1,115482918,115.483
115482920,1,-55,229,469,98,121,-96,0,0,0,1,115482831,115.483
115482920,2,-820,2242,482,0,0,0,0,0,0,1,115482829,115.483
115583010,0,-66,239,482,7,3,-176,0,0,0,1,115583008,115.583
115583010,1,-58,237,469,98,121,-96,0,0,0,1,115583007,115.583
115583010,2,-949,2369,492,0,0,0,0,0,0,1,115583005,115.583
115682978,0,-68,242,476,7,3,-176,0,0,0,1,115682977,115.683
115682978,1,-50,237,468,98,121,-96,0,0,0,1,115682975,115.683
115682978,2,-901,2384,401,0,0,0,0,0,0,1,115682974,115.683
115782999,0,-64,244,474,7,3,-176,0,0,0,1,115782997,115.783
115782999,1,-53,241,469,98,121,-96,0,0,0,1,115782995,115.783
115782999,2,-922,2424,498,0,0,0,0,0,0,1,115782994,115.783
115882907,0,-63,238,482,7,3,-176,0,0,0,1,115882905,115.883
115882907,1,-50,237,471,98,121,-96,0,0,0,1,115882904,115.883
115882907,2,-915,2462,438,0,0,0,0,0,0,1,115882902,115.883
115982957,0,-62,229,483,7,3,-176,0,0,0,1,115982956,115.983
115982957,1,-54,230,473,98,121,-96,0,0,0,1,115982950,115.983
115982957,2,-952,2493,464,0,0,0,0,0,0,1,115982949,115.983
116082898,0,-63,225,490,7,3,-176,0,0,0,1,116082897,116.083
116082898,1,-52,225,475,98,121,-96,0,0,0,1,116082895,116.083
116082898,2,-928,2510,479,0,0,0,0,0,0,1,116082893,116.083
116182854,0,-55,222,495,7,3,-176,0,0,0,1,116182852,116.183
116182854,1,-52,226,480,98,121,-96,0,0,0,1,116182851,116.183
116182854,2,-931,2542,450,0,0,0,0,0,0,1,116182849,116.183
116282897,0,-57,220,489,7,3,-176,0,0,0,1,116282896,116.283
116282897,1,-49,224,484,98,121,-96,0,0,0,1,116282894,116.283
116282897,2,-875,2521,416,0,0,0,0,0,0,1,116282893,116.283
116382950,0,-61,216,491,7,3,-176,0,0,0,1,116382948,116.383
116382950,1,-51,224,485,98,121,-96,0,0,0,1,116382946,116.383
116382950,2,-995,2531,543,0,0,0,0,0,0,1,116382945,116.383
116482885,0,-63,222,492,7,3,-176,0,0,0,1,116482884,116.483
116482885,1,-50,224,481,98,121,-96,0,0,0,1,116482882,116.483
116482885,2,-951,2564,503,0,0,0,0,0,0,1,116482880,116.483
116582844,0,-64,223,491,7,3,-176,0,0,0,1,116582843,116.583
116582844,1,-53,225,478,98,121,-96,0,0,0,1,116582839,116.583
116582844,2,-946,2594,501,0,0,0,0,0,0,1,116582837,116.583
116682877,0,-62,223,490,7,3,-176,0,0,0,1,116682875,116.683
116682877,1,-48,226,475,98,121,-96,0,0,0,1,116682873,116.683
116682877,2,-970,2557,493,0,0,0,0,0,0,1,116682872,116.683
116782952,0,-55,218,487,7,3,-176,0,0,0,1,116782951,116.783
116782952,1,-42,224,476,98,121,-96,0,0,0,1,116782949,116.783
116782952,2,-919,2574,506,0,0,0,0,0,0,1,116782947,116.783
116882941,0,-55,223,492,7,3,-176,0,0,0,1,116882939,116.883
116882941,1,-40,229,474,98,121,-96,0,0,0,1,116882938,116.883
116882941,2,-990,2613,472,0,0,0,0,0,0,1,116882936,116.883
116982854,0,-47,227,488,7,3,-176,0,0,0,1,116982852,116.983
116982854,1,-32,229,479,98,121,-96,0,0,0,1,116982851,116.983
116982854,2,-1018,2556,463,0,0,0,0,0,0,1,116982849,116.983
117082939,0,-42,217,487,7,3,-176,0,0,0,1,117082938,117.083
117082939,1,-28,226,482,98,121,-96,0,0,0,1,117082936,117.083
117082939,2,-949,2523,492,0,0,0,0,0,0,1,117082934,117.083
117183017,0,-37,202,491,7,3,-176,0,0,0,1,117183015,117.183
117183017,1,-30,207,491,98,121,-96,0,0,0,1,117183013,117.183
117183017,2,-962,2484,406,0,0,0,0,0,0,1,117183011,117.183
117282988,0,-43,184,506,7,3,-176,0,0,0,1,117282987,117.283
117282988,1,-35,187,495,98,121,-96,0,0,0,1,117282985,117.283
117282988,2,-846,2406,421,0,0,0,0,0,0,1,117282980,117.283
117382914,0,-47,177,504,7,3,-176,0,0,0,1,117382912,117.383
117382914,1,-37,175,500,98,121,-96,0,0,0,1,117382911,117.383
117382914,2,-898,2386,430,0,0,0,0,0,0,1,117382909,117.383
117482956,0,-52,178,507,7,3,-176,0,0,0,1,117482954,117.483
117482956,1,-40,182,507,98,121,-96,0,0,0,1,117482953,117.483
117482956,2,-893,2300,506,0,0,0,0,0,0,1,117482951,117.483
117582894,0,-57,186,500,7,3,-176,0,0,0,1,117582893,117.583
117582894,1,-43,183,496,98,121,-96,0,0,0,1,117582891,117.583
117582894,2,-917,2276,509,0,0,0,0,0,0,1,117582890,117.583
117682845,0,-55,190,501,7,3,-176,0,0,0,1,117682843,117.683
117682845,1,-44,195,490,98,121,-96,0,0,0,1,117682842,117.683
117682845,2,-913,2301,526,0,0,0,0,0,0,1,117682840,117.683
117782889,0,-59,202,497,7,3,-176,0,0,0,1,117782887,117.783
117782889,1,-44,202,483,98,121,-96,0,0,0,1,117782885,117.783
117782889,2,-915,2280,489,0,0,0,0,0,0,1,117782883,117.783
117882907,0,-61,207,489,7,3,-176,0,0,0,1,117882906,117.883
117882907,1,-52,205,487,98,121,-96,0,0,0,1,117882904,117.883
117882907,2,-879,2259,502,0,0,0,0,0,0,1,117882902,117.883
117982921,0,-62,201,494,7,3,-176,0,0,0,1,117982920,117.983
117982921,1,-52,200,488,98,121,-96,0,0,0,1,117982918,117.983
117982921,2,-833,2297,450,0,0,0,0,0,0,1,117982916,117.983
118082864,0,-70,195,498,7,3,-176,0,0,0,1,118082862,118.083
118082864,1,-56,190,491,98,121,-96,0,0,0,1,118082861,118.083
118082864,2,-924,2385,398,0,0,0,0,0,0,1,118082859,118.083
118182873,0,-64,192,497,7,3,-176,0,0,0,1,118182872,118.183
118182873,1,-57,190,492,98,121,-96,0,0,0,1,118182870,118.183
118182873,2,-909,2330,483,0,0,0,0,0,0,1,118182868,118.183
118282893,0,-72,197,496,7,3,-176,0,0,0,1,118282891,118.283
118282893,1,-57,196,488,98,121,-96,0,0,0,1,118282890,118.283
118282893,2,-941,2367,522,0,0,0,0,0,0,1,118282888,118.283
118382988,0,-75,200,496,7,3,-176,0,0,0,1,118382986,118.383
118382988,1,-56,204,480,98,121,-96,0,0,0,1,118382984,118.383
118382988,2,-1018,2426,490,0,0,0,0,0,0,1,118382983,118.383
118482902,0,-68,218,494,7,3,-176,0,0,0,1,118482900,118.483
118482902,1,-59,217,483,98,121,-96,0,0,0,1,118482898,118.483
118482902,2,-927,2459,505,0,0,0,0,0,0,1,118482897,118.483
118582945,0,-72,224,487,7,3,-176,0,0,0,1,118582944,118.583
118582945,1,-60,222,481,98,121,-96,0,0,0,1,118582942,118.583
118582945,2,-960,2480,520,0,0,0,0,0,0,1,118582940,118.583
118682887,0,-72,228,480,7,3,-176,0,0,0,1,118682886,118.683
118682887,1,-61,229,473,98,121,-96,0,0,0,1,118682884,118.683
118682887,2,-941,2475,520,0,0,0,0,0,0,1,118682882,118.683
118783024,0,-72,234,478,7,3,-176,0,0,0,1,118783022,118.783
118783024,1,-55,240,473,98,121,-96,0,0,0,1,118783021,118.783
118783024,2,-939,2455,533,0,0,0,0,0,0,1,118783019,118.783
118883022,0,-64,243,472,7,3,-176,0,0,0,1,118883021,118.883
118883022,1,-56,242,467,98,121,-96,0,0,0,1,118883019,118.883
118883022,2,-909,2456,484,0,0,0,0,0,0,1,118883017,118.883
118982930,0,-61,249,473,7,3,-176,0,0,0,1,118982928,118.983
118982930,1,-50,246,465,98,121,-96,0,0,0,1,118982926,118.983
118982930,2,-891,2358,507,0,0,0,0,0,0,1,118982925,118.983
119082906,0,-53,246,473,7,3,-176,0,0,0,1,119082870,119.083
119082906,1,-42,244,465,98,121,-96,0,0,0,1,119082868,119.083
119082906,2,-883,2436,489,0,0,0,0,0,0,1,119082854,119.083
119182973,0,-51,239,482,7,3,-176,0,0,0,1,119182971,119.183
119182973,1,-37,236,473,98,121,-96,0,0,0,1,119182969,119.183
119182973,2,-831,2402,453,0,0,0,0,0,0,1,119182913,119.183
119282895,0,-48,230,487,7,3,-176,0,0,0,1,119282894,119.283
119282895,1,-34,236,472,98,121,-96,0,0,0,1,119282892,119.283
119282895,2,-867,2331,402,0,0,0,0,0,0,1,119282889,119.283
119382901,0,-53,224,492,7,3,-176,0,0,0,1,119382899,119.383
119382901,1,-34,222,476,98,121,-96,0,0,0,1,119382898,119.383
119382901,2,-896,2426,434,0,0,0,0,0,0,1,119382896,119.383
119482897,0,-43,218,487,7,3,-176,0,0,0,1,119482895,119.483
119482897,1,-31,219,483,98,121,-96,0,0,0,1,119482893,119.483
119482897,2,-875,2323,464,0,0,0,0,0,0,1,119482891,119.483
119582861,0,-47,224,487,7,3,-176,0,0,0,1,119582860,119.583
119582861,1,-36,222,477,98,121,-96,0,0,0,1,119582858,119.583
119582861,2,-911,2410,506,0,0,0,0,0,0,1,119582856,119.583
119682923,0,-52,223,492,7,3,-176,0,0,0,1,119682920,119.683
119682923,1,-40,222,482,98,121,-96,0,0,0,1,119682919,119.683
119682923,2,-946,2550,528,0,0,0,0,0,0,1,119682917,119.683
119782941,0,-56,233,483,7,3,-176,0,0,0,1,119782940,119.783
119782941,1,-42,237,473,98,121,-96,0,0,0,1,119782938,119.783
119782941,2,-927,2502,557,0,0,0,0,0,0,1,119782936,119.783
119882947,0,-56,246,478,7,3,-176,0,0,0,1,119882945,119.883
119882947,1,-34,250,465,98,121,-96,0,0,0,1,119882944,119.883
119882947,2,-938,2430,550,0,0,0,0,0,0,1,119882942,119.883
119982918,0,-45,247,473,7,3,-176,0,0,0,1,119982916,119.983
119982918,1,-34,246,464,98,121,-96,0,0,0,1,119982915,119.983
119982918,2,-1016,2541,425,0,0,0,0,0,0,1,119982913,119.983
120082905,0,-45,239,477,7,3,-176,0,0,0,1,120082904,120.083
120082905,1,-30,244,471,98,121,-96,0,0,0,1,120082902,120.083
120082905,2,-952,2572,463,0,0,0,0,0,0,1,120082900,120.083
120182934,0,-44,227,491,7,3,-176,0,0,0,1,120182932,120.183
120182934,1,-33,224,479,98,121,-96,0,0,0,1,120182930,120.183
120182934,2,-912,2504,383,0,0,0,0,0,0,1,120182929,120.183
120282971,0,-53,209,497,7,3,-176,0,0,0,1,120282970,120.283
120282971,1,-46,208,485,98,121,-96,0,0,0,1,120282968,120.283
120282971,2,-896,2475,472,0,0,0,0,0,0,1,120282966,120.283
120382914,0,-61,203,499,7,3,-176,0,0,0,1,120382913,120.383
120382914,1,-46,202,486,98,121,-96,0,0,0,1,120382911,120.383
120382914,2,-985,2469,492,0,0,0,0,0,0,1,120382909,120.383
120483009,0,-64,200,498,7,3,-176,0,0,0,1,120483008,120.483
120483009,1,-52,205,487,98,121,-96,0,0,0,1,120483006,120.483
120483009,2,-972,2428,481,0,0,0,0,0,0,1,120483005,120.483
120583000,0,-68,207,495,7,3,-176,0,0,0,1,120582973,120.583
120583000,1,-51,212,485,98,121,-96,0,0,0,1,120582969,120.583
120583000,2,-957,2472,415,0,0,0,0,0,0,1,120582967,120.583
120682838,0,-68,213,492,7,3,-176,0,0,0,1,120682836,120.683
120682838,1,-52,218,478,98,121,-96,0,0,0,1,120682835,120.683
120682838,2,-939,2433,535,0,0,0,0,0,0,1,120682833,120.683
120782911,0,-74,222,487,7,3,-176,0,0,0,1,120782910,120.783
120782911,1,-57,224,474,98,121,-96,0,0,0,1,120782908,120.783
120782911,2,-917,2406,502,0,0,0,0,0,0,1,120782907,120.783
120882882,0,-78,222,483,7,3,-176,0,0,0,1,120882880,120.883
120882882,1,-62,224,473,98,121,-96,0,0,0,1,120882878,120.883
120882882,2,-927,2454,469,0,0,0,0,0,0,1,120882877,120.883
120982885,0,-80,220,486,7,3,-176,0,0,0,1,120982884,120.983
120982885,1,-69,221,476,98,121,-96,0,0,0,1,120982882,120.983
120982885,2,-932,2465,435,0,0,0,0,0,0,1,120982880,120.983
121082905,0,-82,210,487,7,3,-176,0,0,0,1,121082903,121.083
121082905,1,-62,211,482,98,121,-96,0,0,0,1,121082902,121.083
121082905,2,-997,2492,349,0,0,0,0,0,0,1,121082900,121.083
121182900,0,-77,199,493,7,3,-176,0,0,0,1,121182898,121.183
121182900,1,-60,203,483,98,121,-96,0,0,0,1,121182895,121.183
121182900,2,-923,2407,472,0,0,0,0,0,0,1,121182893,121.183
121282882,0,-75,196,496,7,3,-176,0,0,0,1,121282881,121.283
121282882,1,-63,200,487,98,121,-96,0,0,0,1,121282879,121.283
121282882,2,-955,2456,362,0,0,0,0,0,0,1,121282877,121.283
121382922,0,-72,187,497,7,3,-176,0,0,0,1,121382921,121.383
121382922,1,-58,191,490,98,121,-96,0,0,0,1,121382919,121.383
121382922,2,-916,2423,402,0,0,0,0,0,0,1,121382917,121.383
121482982,0,-71,186,494,7,3,-176,0,0,0,1,121482981,121.483
121482982,1,-63,191,493,98,121,-96,0,0,0,1,121482979,121.483
121482982,2,-939,2469,407,0,0,0,0,0,0,1,121482978,121.483
121582940,0,-65,195,495,7,3,-176,0,0,0,1,121582939,121.583
121582940,1,-56,198,491,98,121,-96,0,0,0,1,121582937,121.583
121582940,2,-919,2469,428,0,0,0,0,0,0,1,121582936,121.583
121682948,0,-65,208,492,7,3,-176,0,0,0,1,121682946,121.683
121682948,1,-51,207,482,98,121,-96,0,0,0,1,121682945,121.683
121682948,2,-921,2438,395,0,0,0,0,0,0,1,121682943,121.683
121782913,0,-63,224,483,7,3,-176,0,0,0,1,121782912,121.783
121782913,1,-55,218,480,98,121,-96,0,0,0,1,121782910,121.783
121782913,2,-889,2387,459,0,0,0,0,0,0,1,121782908,121.783
121882907,0,-69,236,478,7,3,-176,0,0,0,1,121882906,121.883
121882907,1,-49,240,468,98,121,-96,0,0,0,1,121882904,121.883
121882907,2,-954,2505,545,0,0,0,0,0,0,1,121882902,121.883
121982937,0,-63,243,470,7,3,-176,0,0,0,1,121982935,121.983
121982937,1,-57,250,468,98,121,-96,0,0,0,1,121982934,121.983
121982937,2,-960,2476,452,0,0,0,0,0,0,1,121982932,121.983
122082991,0,-65,243,476,7,3,-176,0,0,0,1,122082990,122.083
122082991,1,-51,246,463,98,121,-96,0,0,0,1,122082988,122.083
122082991,2,-922,2510,330,0,0,0,0,0,0,1,122082987,122.083
122182850,0,-62,233,478,7,3,-176,0,0,0,1,122182849,122.183
122182850,1,-48,231,468,98,121,-96,0,0,0,1,122182847,122.183
