TimeUS,I,MagX,MagY,MagZ,OfsX,OfsY,OfsZ,MOX,MOY,MOZ,Health,S,t_s
318583024,0,-256,-40,466,7,3,-176,0,0,0,1,318583016,318.583
318583024,1,-250,-45,465,98,121,-96,0,0,0,1,318583005,318.583
318583024,2,-1241,2338,83,0,0,0,0,0,0,1,318583003,318.583
318682945,0,-259,-44,469,7,3,-176,0,0,0,1,318682944,318.683
318682945,1,-248,-48,460,98,121,-96,0,0,0,1,318682942,318.683
318682945,2,-1227,2345,68,0,0,0,0,0,0,1,318682940,318.683
318783067,0,-258,-45,461,7,3,-176,0,0,0,1,318783066,318.783
318783067,1,-255,-48,458,98,121,-96,0,0,0,1,318783064,318.783
318783067,2,-1234,2288,71,0,0,0,0,0,0,1,318783062,318.783
318882842,0,-256,-42,459,7,3,-176,0,0,0,1,318882841,318.883
318882842,1,-257,-48,460,98,121,-96,0,0,0,1,318882839,318.883
318882842,2,-1241,2396,70,0,0,0,0,0,0,1,318882837,318.883
318982892,0,-260,-46,461,7,3,-176,0,0,0,1,318982891,318.983
318982892,1,-250,-44,457,98,121,-96,0,0,0,1,318982889,318.983
318982892,2,-1269,2379,55,0,0,0,0,0,0,1,318982887,318.983
319082917,0,-260,-45,466,7,3,-176,0,0,0,1,319082916,319.083
319082917,1,-252,-52,460,98,121,-96,0,0,0,1,319082914,319.083
319082917,2,-1291,2380,58,0,0,0,0,0,0,1,319082913,319.083
319182869,0,-259,-44,464,7,3,-176,0,0,0,1,319182868,319.183
319182869,1,-243,-51,457,98,121,-96,0,0,0,1,319182866,319.183
319182869,2,-1252,2364,23,0,0,0,0,0,0,1,319182864,319.183
319282902,0,-262,-50,460,7,3,-176,0,0,0,1,319282900,319.283
319282902,1,-246,-54,457,98,121,-96,0,0,0,1,319282898,319.283
319282902,2,-1292,2369,45,0,0,0,0,0,0,1,319282895,319.283
319382894,0,-250,-49,466,7,3,-176,0,0,0,1,319382892,319.383
319382894,1,-247,-56,459,98,121,-96,0,0,0,1,319382890,319.383
319382894,2,-1307,2388,2,0,0,0,0,0,0,1,319382889,319.383
319482907,0,-249,-57,470,7,3,-176,0,0,0,1,319482904,319.483
319482907,1,-244,-58,460,98,121,-96,0,0,0,1,319482902,319.483
319482907,2,-1315,2344,18,0,0,0,0,0,0,1,319482900,319.483
319582897,0,-247,-57,472,7,3,-176,0,0,0,1,319582895,319.583
319582897,1,-240,-60,464,98,121,-96,0,0,0,1,319582894,319.583
319582897,2,-1236,2349,50,0,0,0,0,0,0,1,319582892,319.583
319682939,0,-250,-52,471,7,3,-176,0,0,0,1,319682937,319.683
319682939,1,-238,-53,468,98,121,-96,0,0,0,1,319682932,319.683
319682939,2,-1236,2351,21,0,0,0,0,0,0,1,319682931,319.683
319782906,0,-249,-55,471,7,3,-176,0,0,0,1,319782904,319.783
319782906,1,-239,-55,469,98,121,-96,0,0,0,1,319782902,319.783
319782906,2,-1298,2399,32,0,0,0,0,0,0,1,319782901,319.783
319882898,0,-248,-51,472,7,3,-176,0,0,0,1,319882896,319.883
319882898,1,-233,-50,463,98,121,-96,0,0,0,1,319882894,319.883
319882898,2,-1296,2338,90,0,0,0,0,0,0,1,319882829,319.883
319982978,0,-242,-50,474,7,3,-176,0,0,0,1,319982977,319.983
319982978,1,-230,-47,472,98,121,-96,0,0,0,1,319982975,319.983
319982978,2,-1286,2402,64,0,0,0,0,0,0,1,319982973,319.983
320082947,0,-250,-48,472,7,3,-176,0,0,0,1,320082945,320.083
320082947,1,-234,-47,474,98,121,-96,0,0,0,1,320082944,320.083
320082947,2,-1271,2413,13,0,0,0,0,0,0,1,320082942,320.083
320183037,0,-247,-54,472,7,3,-176,0,0,0,1,320183036,320.183
320183037,1,-233,-49,467,98,121,-96,0,0,0,1,320183034,320.183
320183037,2,-1248,2422,43,0,0,0,0,0,0,1,320183032,320.183
320282999,0,-242,-53,474,7,3,-176,0,0,0,1,320282998,320.283
320282999,1,-236,-50,468,98,121,-96,0,0,0,1,320282996,320.283
320282999,2,-1282,2431,43,0,0,0,0,0,0,1,320282994,320.283
320382977,0,-244,-53,474,7,3,-176,0,0,0,1,320382976,320.383
320382977,1,-235,-46,462,98,121,-96,0,0,0,1,320382974,320.383
320382977,2,-1280,2426,42,0,0,0,0,0,0,1,320382972,320.383
320482876,0,-249,-49,475,7,3,-176,0,0,0,1,320482874,320.483
320482876,1,-232,-40,466,98,121,-96,0,0,0,1,320482871,320.483
320482876,2,-1264,2388,67,0,0,0,0,0,0,1,320482869,320.483
320582904,0,-252,-46,472,7,3,-176,0,0,0,1,320582903,320.583
320582904,1,-240,-45,463,98,121,-96,0,0,0,1,320582901,320.583
320582904,2,-1286,2407,38,0,0,0,0,0,0,1,320582899,320.583
320682892,0,-250,-47,473,7,3,-176,0,0,0,1,320682890,320.683
320682892,1,-243,-39,467,98,121,-96,0,0,0,1,320682889,320.683
320682892,2,-1265,2444,-3,0,0,0,0,0,0,1,320682887,320.683
320782887,0,-242,-48,472,7,3,-176,0,0,0,1,320782886,320.783
320782887,1,-234,-41,468,98,121,-96,0,0,0,1,320782884,320.783
320782887,2,-1244,2398,69,0,0,0,0,0,0,1,320782882,320.783
320882963,0,-243,-41,474,7,3,-176,0,0,0,1,320882937,320.883
320882963,1,-237,-41,470,98,121,-96,0,0,0,1,320882935,320.883
320882963,2,-1267,2421,27,0,0,0,0,0,0,1,320882934,320.883
320982888,0,-246,-46,475,7,3,-176,0,0,0,1,320982887,320.983
320982888,1,-232,-42,471,98,121,-96,0,0,0,1,320982885,320.983
320982888,2,-1257,2440,-29,0,0,0,0,0,0,1,320982883,320.983
321082912,0,-241,-51,471,7,3,-176,0,0,0,1,321082909,321.083
321082912,1,-231,-46,474,98,121,-96,0,0,0,1,321082907,321.083
321082912,2,-1214,2409,1,0,0,0,0,0,0,1,321082905,321.083
321182933,0,-243,-46,476,7,3,-176,0,0,0,1,321182932,321.183
321182933,1,-235,-40,466,98,121,-96,0,0,0,1,321182930,321.183
321182933,2,-1275,2448,57,0,0,0,0,0,0,1,321182929,321.183
321282946,0,-241,-45,477,7,3,-176,0,0,0,1,321282944,321.283
321282946,1,-236,-46,468,98,121,-96,0,0,0,1,321282943,321.283
321282946,2,-1214,2340,49,0,0,0,0,0,0,1,321282941,321.283
321382968,0,-245,-47,479,7,3,-176,0,0,0,1,321382967,321.383
321382968,1,-232,-46,471,98,121,-96,0,0,0,1,321382965,321.383
321382968,2,-1214,2345,102,0,0,0,0,0,0,1,321382964,321.383
321482979,0,-242,-46,477,7,3,-176,0,0,0,1,321482977,321.483
321482979,1,-234,-42,473,98,121,-96,0,0,0,1,321482976,321.483
321482979,2,-1240,2422,67,0,0,0,0,0,0,1,321482974,321.483
321582950,0,-242,-44,478,7,3,-176,0,0,0,1,321582949,321.583
321582950,1,-227,-37,467,98,121,-96,0,0,0,1,321582944,321.583
321582950,2,-1248,2370,148,0,0,0,0,0,0,1,321582942,321.583
321682972,0,-245,-43,477,7,3,-176,0,0,0,1,321682970,321.683
321682972,1,-237,-40,474,98,121,-96,0,0,0,1,321682968,321.683
321682972,2,-1280,2429,83,0,0,0,0,0,0,1,321682967,321.683
321782989,0,-244,-47,474,7,3,-176,0,0,0,1,321782987,321.783
321782989,1,-229,-41,473,98,121,-96,0,0,0,1,321782985,321.783
321782989,2,-1263,2449,-12,0,0,0,0,0,0,1,321782984,321.783
321882930,0,-241,-38,474,7,3,-176,0,0,0,1,321882928,321.883
321882930,1,-231,-44,468,98,121,-96,0,0,0,1,321882926,321.883
321882930,2,-1259,2406,69,0,0,0,0,0,0,1,321882925,321.883
321982923,0,-241,-41,477,7,3,-176,0,0,0,1,321982922,321.983
321982923,1,-231,-44,472,98,121,-96,0,0,0,1,321982920,321.983
321982923,2,-1235,2428,59,0,0,0,0,0,0,1,321982919,321.983
322082987,0,-242,-45,477,7,3,-176,0,0,0,1,322082985,322.083
322082987,1,-234,-45,473,98,121,-96,0,0,0,1,322082983,322.083
322082987,2,-1273,2394,68,0,0,0,0,0,0,1,322082982,322.083
322182931,0,-239,-45,479,7,3,-176,0,0,0,1,322182930,322.183
322182931,1,-226,-47,472,98,121,-96,0,0,0,1,322182928,322.183
322182931,2,-1240,2435,142,0,0,0,0,0,0,1,322182923,322.183
322282895,0,-223,-47,484,7,3,-176,0,0,0,1,322282894,322.283
322282895,1,-220,-41,482,98,121,-96,0,0,0,1,322282892,322.283
322282895,2,-1205,2397,112,0,0,0,0,0,0,1,322282890,322.283
322382909,0,-203,-52,497,7,3,-176,0,0,0,1,322382907,322.383
322382909,1,-201,-44,487,98,121,-96,0,0,0,1,322382906,322.383
322382909,2,-1233,2348,103,0,0,0,0,0,0,1,322382904,322.383
322482914,0,-175,-48,511,7,3,-176,0,0,0,1,322482912,322.483
322482914,1,-157,-50,506,98,121,-96,0,0,0,1,322482911,322.483
322482914,2,-1259,2397,63,0,0,0,0,0,0,1,322482909,322.483
322582915,0,-146,-47,527,7,3,-176,0,0,0,1,322582913,322.583
322582915,1,-129,-45,511,98,121,-96,0,0,0,1,322582912,322.583
322582915,2,-1192,2468,55,0,0,0,0,0,0,1,322582910,322.583
322682876,0,-124,-51,531,7,3,-176,0,0,0,1,322682874,322.683
322682876,1,-110,-53,520,98,121,-96,0,0,0,1,322682873,322.683
322682876,2,-1243,2621,135,0,0,0,0,0,0,1,322682871,322.683
322782901,0,-112,-57,534,7,3,-176,0,0,0,1,322782899,322.783
322782901,1,-99,-44,518,98,121,-96,0,0,0,1,322782898,322.783
322782901,2,-1210,2538,106,0,0,0,0,0,0,1,322782896,322.783
322882953,0,-99,-52,534,7,3,-176,0,0,0,1,322882952,322.883
322882953,1,-86,-43,522,98,121,-96,0,0,0,1,322882950,322.883
322882953,2,-1160,2570,131,0,0,0,0,0,0,1,322882948,322.883
322982952,0,-103,-49,538,7,3,-176,0,0,0,1,322982951,322.983
322982952,1,-86,-48,530,98,121,-96,0,0,0,1,322982949,322.983
322982952,2,-1149,2671,143,0,0,0,0,0,0,1,322982947,322.983
323082981,0,-102,-52,538,7,3,-176,0,0,0,1,323082980,323.083
323082981,1,-90,-49,523,98,121,-96,0,0,0,1,323082978,323.083
323082981,2,-1147,2657,141,0,0,0,0,0,0,1,323082976,323.083
323182882,0,-92,-59,535,7,3,-176,0,0,0,1,323182881,323.183
323182882,1,-85,-48,520,98,121,-96,0,0,0,1,323182879,323.183
323182882,2,-1133,2568,193,0,0,0,0,0,0,1,323182877,323.183
323283047,0,-99,-49,538,7,3,-176,0,0,0,1,323283045,323.283
323283047,1,-88,-48,522,98,121,-96,0,0,0,1,323283044,323.283
323283047,2,-1177,2631,256,0,0,0,0,0,0,1,323283042,323.283
323383002,0,-104,-46,535,7,3,-176,0,0,0,1,323383000,323.383
323383002,1,-92,-49,524,98,121,-96,0,0,0,1,323382999,323.383
323383002,2,-1118,2550,215,0,0,0,0,0,0,1,323382997,323.383
323482936,0,-109,-56,534,7,3,-176,0,0,0,1,323482934,323.483
323482936,1,-97,-50,522,98,121,-96,0,0,0,1,323482932,323.483
323482936,2,-1150,2553,226,0,0,0,0,0,0,1,323482931,323.483
323582948,0,-111,-51,532,7,3,-176,0,0,0,1,323582946,323.583
323582948,1,-105,-44,523,98,121,-96,0,0,0,1,323582945,323.583
323582948,2,-1148,2503,198,0,0,0,0,0,0,1,323582943,323.583
323682900,0,-118,-48,530,7,3,-176,0,0,0,1,323682899,323.683
323682900,1,-109,-42,524,98,121,-96,0,0,0,1,323682897,323.683
323682900,2,-1093,2500,224,0,0,0,0,0,0,1,323682895,323.683
323782866,0,-123,-47,530,7,3,-176,0,0,0,1,323782865,323.783
323782866,1,-115,-45,519,98,121,-96,0,0,0,1,323782857,323.783
323782866,2,-1089,2540,218,0,0,0,0,0,0,1,323782855,323.783
323882878,0,-125,-49,532,7,3,-176,0,0,0,1,323882877,323.883
323882878,1,-113,-37,522,98,121,-96,0,0,0,1,323882875,323.883
323882878,2,-1099,2484,289,0,0,0,0,0,0,1,323882873,323.883
323982918,0,-129,-52,530,7,3,-176,0,0,0,1,323982917,323.983
323982918,1,-118,-44,516,98,121,-96,0,0,0,1,323982915,323.983
323982918,2,-1101,2490,218,0,0,0,0,0,0,1,323982913,323.983
324082891,0,-125,-52,528,7,3,-176,0,0,0,1,324082889,324.083
324082891,1,-113,-51,522,98,121,-96,0,0,0,1,324082888,324.083
324082891,2,-1094,2508,232,0,0,0,0,0,0,1,324082886,324.083
324182864,0,-129,-48,527,7,3,-176,0,0,0,1,324182863,324.183
324182864,1,-116,-46,517,98,121,-96,0,0,0,1,324182859,324.183
324182864,2,-1140,2507,240,0,0,0,0,0,0,1,324182858,324.183
324282922,0,-132,-50,524,7,3,-176,0,0,0,1,324282921,324.283
324282922,1,-120,-48,518,98,121,-96,0,0,0,1,324282919,324.283
324282922,2,-1118,2471,280,0,0,0,0,0,0,1,324282917,324.283
324382941,0,-140,-46,525,7,3,-176,0,0,0,1,324382939,324.383
324382941,1,-123,-49,516,98,121,-96,0,0,0,1,324382937,324.383
324382941,2,-1148,2508,227,0,0,0,0,0,0,1,324382936,324.383
324482997,0,-136,-50,525,7,3,-176,0,0,0,1,324482995,324.483
324482997,1,-127,-45,519,98,121,-96,0,0,0,1,324482994,324.483
324482997,2,-1137,2583,219,0,0,0,0,0,0,1,324482992,324.483
324582942,0,-139,-46,521,7,3,-176,0,0,0,1,324582941,324.583
324582942,1,-130,-42,515,98,121,-96,0,0,0,1,324582939,324.583
324582942,2,-1116,2506,264,0,0,0,0,0,0,1,324582937,324.583
324682906,0,-143,-41,525,7,3,-176,0,0,0,1,324682904,324.683
324682906,1,-131,-41,514,98,121,-96,0,0,0,1,324682902,324.683
324682906,2,-1081,2480,265,0,0,0,0,0,0,1,324682901,324.683
324782972,0,-141,-43,524,7,3,-176,0,0,0,1,324782971,324.783
324782972,1,-129,-40,515,98,121,-96,0,0,0,1,324782969,324.783
324782972,2,-1153,2546,265,0,0,0,0,0,0,1,324782967,324.783
324883076,0,-143,-45,525,7,3,-176,0,0,0,1,324883075,324.883
324883076,1,-134,-42,517,98,121,-96,0,0,0,1,324883073,324.883
324883076,2,-1137,2496,329,0,0,0,0,0,0,1,324883072,324.883
324982907,0,-144,-47,529,7,3,-176,0,0,0,1,324982906,324.983
324982907,1,-134,-43,514,98,121,-96,0,0,0,1,324982904,324.983
324982907,2,-1132,2542,311,0,0,0,0,0,0,1,324982902,324.983
325083055,0,-146,-43,522,7,3,-176,0,0,0,1,325083054,325.083
325083055,1,-132,-46,516,98,121,-96,0,0,0,1,325083052,325.083
325083055,2,-1087,2460,237,0,0,0,0,0,0,1,325083050,325.083
325182880,0,-144,-44,521,7,3,-176,0,0,0,1,325182879,325.183
325182880,1,-132,-44,511,98,121,-96,0,0,0,1,325182877,325.183
325182880,2,-1066,2475,314,0,0,0,0,0,0,1,325182868,325.183
325282904,0,-144,-40,520,7,3,-176,0,0,0,1,325282903,325.283
325282904,1,-133,-50,516,98,121,-96,0,0,0,1,325282901,325.283
325282904,2,-1074,2444,313,0,0,0,0,0,0,1,325282899,325.283
325382916,0,-153,-43,520,7,3,-176,0,0,0,1,325382915,325.383
325382916,1,-143,-42,514,98,121,-96,0,0,0,1,325382913,325.383
325382916,2,-1093,2386,299,0,0,0,0,0,0,1,325382911,325.383
325482886,0,-153,-37,521,7,3,-176,0,0,0,1,325482885,325.483
325482886,1,-143,-42,515,98,121,-96,0,0,0,1,325482883,325.483
325482886,2,-1014,2401,258,0,0,0,0,0,0,1,325482881,325.483
325582899,0,-159,-38,519,7,3,-176,0,0,0,1,325582898,325.583
325582899,1,-143,-43,511,98,121,-96,0,0,0,1,325582896,325.583
325582899,2,-1046,2435,287,0,0,0,0,0,0,1,325582895,325.583
325682893,0,-156,-40,521,7,3,-176,0,0,0,1,325682892,325.683
325682893,1,-145,-40,507,98,121,-96,0,0,0,1,325682890,325.683
325682893,2,-1062,2397,284,0,0,0,0,0,0,1,325682888,325.683
325782918,0,-163,-41,519,7,3,-176,0,0,0,1,325782916,325.783
325782918,1,-148,-45,509,98,121,-96,0,0,0,1,325782913,325.783
325782918,2,-1022,2339,313,0,0,0,0,0,0,1,325782912,325.783
325882892,0,-163,-38,513,7,3,-176,0,0,0,1,325882891,325.883
325882892,1,-152,-40,511,98,121,-96,0,0,0,1,325882889,325.883
325882892,2,-1011,2322,311,0,0,0,0,0,0,1,325882887,325.883
325982933,0,-165,-41,514,7,3,-176,0,0,0,1,325982931,325.983
325982933,1,-154,-43,507,98,121,-96,0,0,0,1,325982930,325.983
325982933,2,-1031,2325,346,0,0,0,0,0,0,1,325982922,325.983
326082959,0,-170,-42,505,7,3,-176,0,0,0,1,326082957,326.083
326082959,1,-164,-44,502,98,121,-96,0,0,0,1,326082956,326.083
326082959,2,-1022,2257,348,0,0,0,0,0,0,1,326082954,326.083
326182933,0,-179,-38,509,7,3,-176,0,0,0,1,326182919,326.183
326182933,1,-161,-49,505,98,121,-96,0,0,0,1,326182851,326.183
326182933,2,-991,2259,349,0,0,0,0,0,0,1,326182849,326.183
326283021,0,-179,-37,513,7,3,-176,0,0,0,1,326283020,326.283
326283021,1,-173,-45,500,98,121,-96,0,0,0,1,326283018,326.283
326283021,2,-1012,2271,357,0,0,0,0,0,0,1,326283016,326.283
326382994,0,-183,-40,507,7,3,-176,0,0,0,1,326382993,326.383
326382994,1,-170,-40,501,98,121,-96,0,0,0,1,326382991,326.383
326382994,2,-1009,2220,365,0,0,0,0,0,0,1,326382989,326.383
326482990,0,-184,-35,503,7,3,-176,0,0,0,1,326482989,326.483
326482990,1,-172,-46,503,98,121,-96,0,0,0,1,326482987,326.483
326482990,2,-1050,2204,347,0,0,0,0,0,0,1,326482985,326.483
326582958,0,-185,-41,511,7,3,-176,0,0,0,1,326582957,326.583
326582958,1,-175,-49,499,98,121,-96,0,0,0,1,326582955,326.583
326582958,2,-1010,2269,296,0,0,0,0,0,0,1,326582953,326.583
326682965,0,-187,-44,506,7,3,-176,0,0,0,1,326682963,326.683
326682965,1,-181,-49,503,98,121,-96,0,0,0,1,326682961,326.683
326682965,2,-1017,2259,302,0,0,0,0,0,0,1,326682960,326.683
326782902,0,-186,-43,507,7,3,-176,0,0,0,1,326782901,326.783
326782902,1,-176,-49,502,98,121,-96,0,0,0,1,326782899,326.783
326782902,2,-997,2268,328,0,0,0,0,0,0,1,326782897,326.783
326882919,0,-178,-46,509,7,3,-176,0,0,0,1,326882918,326.883
326882919,1,-178,-52,500,98,121,-96,0,0,0,1,326882916,326.883
326882919,2,-1049,2271,312,0,0,0,0,0,0,1,326882914,326.883
326982907,0,-190,-50,505,7,3,-176,0,0,0,1,326982905,326.983
326982907,1,-175,-48,500,98,121,-96,0,0,0,1,326982904,326.983
326982907,2,-1064,2316,315,0,0,0,0,0,0,1,326982902,326.983
327082916,0,-191,-42,505,7,3,-176,0,0,0,1,327082914,327.083
327082916,1,-174,-47,504,98,121,-96,0,0,0,1,327082913,327.083
327082916,2,-1053,2312,256,0,0,0,0,0,0,1,327082911,327.083
327182903,0,-188,-37,501,7,3,-176,0,0,0,1,327182901,327.183
327182903,1,-177,-43,500,98,121,-96,0,0,0,1,327182899,327.183
327182903,2,-1056,2325,334,0,0,0,0,0,0,1,327182898,327.183
327282914,0,-183,-39,509,7,3,-176,0,0,0,1,327282912,327.283
327282914,1,-181,-48,494,98,121,-96,0,0,0,1,327282911,327.283
327282914,2,-1037,2290,343,0,0,0,0,0,0,1,327282909,327.283
327382880,0,-191,-44,511,7,3,-176,0,0,0,1,327382879,327.383
327382880,1,-177,-46,496,98,121,-96,0,0,0,1,327382877,327.383
327382880,2,-1017,2284,359,0,0,0,0,0,0,1,327382875,327.383
327482914,0,-186,-41,503,7,3,-176,0,0,0,1,327482912,327.483
327482914,1,-178,-45,505,98,121,-96,0,0,0,1,327482911,327.483
327482914,2,-1053,2304,343,0,0,0,0,0,0,1,327482909,327.483
327582942,0,-186,-38,507,7,3,-176,0,0,0,1,327582940,327.583
327582942,1,-174,-47,496,98,121,-96,0,0,0,1,327582938,327.583
327582942,2,-1053,2293,322,0,0,0,0,0,0,1,327582937,327.583
327682922,0,-192,-39,503,7,3,-176,0,0,0,1,327682920,327.683
327682922,1,-175,-49,495,98,121,-96,0,0,0,1,327682919,327.683
327682922,2,-1054,2280,351,0,0,0,0,0,0,1,327682917,327.683
327782962,0,-194,-41,503,7,3,-176,0,0,0,1,327782959,327.783
327782962,1,-179,-50,500,98,121,-96,0,0,0,1,327782957,327.783
327782962,2,-1036,2267,353,0,0,0,0,0,0,1,327782955,327.783
327882945,0,-187,-40,504,7,3,-176,0,0,0,1,327882943,327.883
327882945,1,-175,-43,499,98,121,-96,0,0,0,1,327882940,327.883
327882945,2,-1050,2233,301,0,0,0,0,0,0,1,327882938,327.883
327983026,0,-188,-40,506,7,3,-176,0,0,0,1,327983024,327.983
327983026,1,-175,-43,501,98,121,-96,0,0,0,1,327983023,327.983
327983026,2,-991,2218,330,0,0,0,0,0,0,1,327983021,327.983
328082985,0,-183,-39,506,7,3,-176,0,0,0,1,328082983,328.083
328082985,1,-178,-46,500,98,121,-96,0,0,0,1,328082981,328.083
328082985,2,-1050,2244,259,0,0,0,0,0,0,1,328082980,328.083
328182916,0,-189,-42,508,7,3,-176,0,0,0,1,328182914,328.183
328182916,1,-178,-47,501,98,121,-96,0,0,0,1,328182913,328.183
328182916,2,-1084,2273,343,0,0,0,0,0,0,1,328182911,328.183
328282939,0,-183,-39,509,7,3,-176,0,0,0,1,328282938,328.283
328282939,1,-178,-43,500,98,121,-96,0,0,0,1,328282936,328.283
328282939,2,-1013,2242,289,0,0,0,0,0,0,1,328282935,328.283
328383027,0,-188,-36,507,7,3,-176,0,0,0,1,328383000,328.383
328383027,1,-174,-43,497,98,121,-96,0,0,0,1,328382998,328.383
328383027,2,-1078,2299,394,0,0,0,0,0,0,1,328382972,328.383
328482871,0,-192,-33,503,7,3,-176,0,0,0,1,328482857,328.483
328482871,1,-177,-45,497,98,121,-96,0,0,0,1,328482855,328.483
328482871,2,-1040,2277,387,0,0,0,0,0,0,1,328482853,328.483
328582893,0,-194,-36,507,7,3,-176,0,0,0,1,328582891,328.583
328582893,1,-183,-42,499,98,121,-96,0,0,0,1,328582890,328.583
328582893,2,-1018,2270,364,0,0,0,0,0,0,1,328582888,328.583
328682991,0,-192,-39,505,7,3,-176,0,0,0,1,328682990,328.683
328682991,1,-179,-45,500,98,121,-96,0,0,0,1,328682983,328.683
328682991,2,-1038,2262,307,0,0,0,0,0,0,1,328682909,328.683
328782899,0,-193,-35,500,7,3,-176,0,0,0,1,328782897,328.783
328782899,1,-181,-46,498,98,121,-96,0,0,0,1,328782896,328.783
328782899,2,-1069,2257,289,0,0,0,0,0,0,1,328782894,328.783
328882898,0,-190,-39,505,7,3,-176,0,0,0,1,328882896,328.883
328882898,1,-190,-39,498,98,121,-96,0,0,0,1,328882894,328.883
328882898,2,-969,2218,340,0,0,0,0,0,0,1,328882891,328.883
328982901,0,-194,-40,500,7,3,-176,0,0,0,1,328982899,328.983
328982901,1,-184,-40,496,98,121,-96,0,0,0,1,328982898,328.983
328982901,2,-1045,2299,348,0,0,0,0,0,0,1,328982896,328.983
329082969,0,-195,-38,496,7,3,-176,0,0,0,1,329082968,329.083
329082969,1,-183,-46,494,98,121,-96,0,0,0,1,329082966,329.083
329082969,2,-1076,2303,378,0,0,0,0,0,0,1,329082964,329.083
329182940,0,-197,-39,496,7,3,-176,0,0,0,1,329182938,329.183
329182940,1,-186,-49,499,98,121,-96,0,0,0,1,329182937,329.183
329182940,2,-1116,2283,390,0,0,0,0,0,0,1,329182935,329.183
329282928,0,-200,-40,507,7,3,-176,0,0,0,1,329282926,329.283
329282928,1,-191,-47,494,98,121,-96,0,0,0,1,329282925,329.283
329282928,2,-1047,2275,305,0,0,0,0,0,0,1,329282916,329.283
329382946,0,-202,-42,499,7,3,-176,0,0,0,1,329382944,329.383
329382946,1,-190,-50,493,98,121,-96,0,0,0,1,329382943,329.383
329382946,2,-1030,2237,326,0,0,0,0,0,0,1,329382940,329.383
329482883,0,-202,-45,499,7,3,-176,0,0,0,1,329482882,329.483
329482883,1,-189,-44,496,98,121,-96,0,0,0,1,329482880,329.483
329482883,2,-999,2218,321,0,0,0,0,0,0,1,329482879,329.483
329583070,0,-204,-42,500,7,3,-176,0,0,0,1,329583069,329.583
329583070,1,-186,-50,494,98,121,-96,0,0,0,1,329583067,329.583
329583070,2,-998,2216,408,0,0,0,0,0,0,1,329583065,329.583
329682904,0,-202,-47,499,7,3,-176,0,0,0,1,329682903,329.683
329682904,1,-189,-53,492,98,121,-96,0,0,0,1,329682901,329.683
329682904,2,-958,2215,389,0,0,0,0,0,0,1,329682899,329.683
329782912,0,-200,-41,502,7,3,-176,0,0,0,1,329782911,329.783
329782912,1,-185,-46,491,98,121,-96,0,0,0,1,329782909,329.783
329782912,2,-963,2205,307,0,0,0,0,0,0,1,329782907,329.783
329882878,0,-197,-37,500,7,3,-176,0,0,0,1,329882862,329.883
329882878,1,-192,-50,493,98,121,-96,0,0,0,1,329882860,329.883
329882878,2,-1025,2208,323,0,0,0,0,0,0,1,329882859,329.883
329982890,0,-198,-41,497,7,3,-176,0,0,0,1,329982871,329.983
329982890,1,-191,-48,493,98,121,-96,0,0,0,1,329982869,329.983
329982890,2,-996,2167,369,0,0,0,0,0,0,1,329982853,329.983
330082919,0,-200,-42,498,7,3,-176,0,0,0,1,330082918,330.083
330082919,1,-192,-52,499,98,121,-96,0,0,0,1,330082909,330.083
330082919,2,-1030,2137,320,0,0,0,0,0,0,1,330082897,330.083
330182908,0,-201,-41,496,7,3,-176,0,0,0,1,330182907,330.183
330182908,1,-191,-51,493,98,121,-96,0,0,0,1,330182905,330.183
330182908,2,-1003,2158,366,0,0,0,0,0,0,1,330182903,330.183
330282950,0,-199,-41,501,7,3,-176,0,0,0,1,330282949,330.283
330282950,1,-193,-50,494,98,121,-96,0,0,0,1,330282947,330.283
330282950,2,-1046,2131,317,0,0,0,0,0,0,1,330282940,330.283
330382901,0,-194,-42,501,7,3,-176,0,0,0,1,330382899,330.383
330382901,1,-184,-54,497,98,121,-96,0,0,0,1,330382897,330.383
330382901,2,-1010,2171,318,0,0,0,0,0,0,1,330382896,330.383
330482905,0,-201,-47,498,7,3,-176,0,0,0,1,330482903,330.483
330482905,1,-187,-49,494,98,121,-96,0,0,0,1,330482901,330.483
330482905,2,-975,2164,363,0,0,0,0,0,0,1,330482900,330.483
330582879,0,-199,-46,496,7,3,-176,0,0,0,1,330582878,330.583
330582879,1,-192,-50,495,98,121,-96,0,0,0,1,330582876,330.583
330582879,2,-1032,2131,353,0,0,0,0,0,0,1,330582874,330.583
330682918,0,-205,-40,497,7,3,-176,0,0,0,1,330682917,330.683
330682918,1,-191,-45,493,98,121,-96,0,0,0,1,330682915,330.683
330682918,2,-989,2166,367,0,0,0,0,0,0,1,330682907,330.683
330782959,0,-197,-37,501,7,3,-176,0,0,0,1,330782957,330.783
330782959,1,-192,-46,492,98,121,-96,0,0,0,1,330782956,330.783
330782959,2,-1011,2173,336,0,0,0,0,0,0,1,330782954,330.783
330882974,0,-203,-40,499,7,3,-176,0,0,0,1,330882972,330.883
330882974,1,-188,-40,490,98,121,-96,0,0,0,1,330882970,330.883
330882974,2,-1005,2139,325,0,0,0,0,0,0,1,330882969,330.883
330982913,0,-202,-32,502,7,3,-176,0,0,0,1,330982912,330.983
330982913,1,-189,-38,488,98,121,-96,0,0,0,1,330982910,330.983
330982913,2,-1080,2205,272,0,0,0,0,0,0,1,330982876,330.983
331083031,0,-215,-34,496,7,3,-176,0,0,0,1,331083029,331.083
331083031,1,-203,-43,486,98,121,-96,0,0,0,1,331083028,331.083
